WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
pleasure                 7     5     8     8    53   465   201     8     8   439       4
from                   -99     0     0     0     0   466     0     0     0     0       0
it.                    -99     0     0     0     0   467     0     0     0     0       0
What                     7     5     4     4    64   468   154     1     1   440     125
What                     7     5     4     4    67   468   222     4     4   447     125
requires                 7     5     8     8    74   469   197     6     6   441       5
requires                 7     5     8     8    72   469   122     4     4   443       5
requires                 7     5     8     8    70   469    57     2     2   444       5
requires                 7     5     8     8    68   469   144     0     0   446       5
requires                 7     5     8     8    75   469   206     7     7   448       5
legislation              8     1    11    11     1   470   136     1     1   449       6
legislation              8     1    11    11     7   470   142     7     7   450       6
legislation              8     1    11    11     6   470   203     6     6   451       6
legislation              8     1    11    11     8   470   199     8     8   452       6
is                     -99     0     0     0     0   471     0     0     0     0       0
the                      8     1     3     3    16   472   500     1     1   453    3511
less                     8     1     4     4    23   473   279     4     4   454      27
visible                  8     1     7     7    28   474   563     4     4   455       1
visible                  8     1     7     7    25   474   252     1     1   456       1
cruelty                  8     1     7     7    35   475   305     3     3   457       4
towards                  8     1     7     7    45   476   257     5     5   458      15
towards                  8     1     7     7    44   476   194     4     4   460      15
factory-farmed           8     1    14    14    51   477   233     3     3   459     -99
factory-farmed           8     1    14    14    54   477   210     6     6   461     -99
factory-farmed           8     1    14    14    60   477   322    12    12   462     -99
factory-farmed           8     1    14    14    52   477   295     4     4   463     -99
chickens                 8     1     8     8    63   478   129     0     0   464       1
chickens                 8     1     8     8    69   478   286     6     6   465       1
and                      8     1     3     3    75   479   702     3     3   466    1283
pigs,                  -99     0     0     0     0   480     0     0     0     0       0
and                    -99     0     0     0     0   481     0     0     0     0       0
towards                -99     0     0     0     0   482     0     0     0     0       0
other                    8     2     5     5    18   483   243     0     0   468      78
animals                  8     2     7     7    25   484   305     1     1   469       4
in                       8     2     2     2    32   485   173     0     0   471    1091
transit,                 8     2     8     7    37   486   135     2     2   470       1
transit,                 8     2     8     7    40   486   108     5     5   472       1
not                    -99     0     0     0     0   487     0     0     0     0       0
to                     -99     0     0     0     0   488     0     0     0     0       0
mention                  8     2     7     7    53   489   502     2     2   473       3
cruel                    8     2     5     5    63   490   171     4     4   474       4
and                    -99     0     0     0     0   491     0     0     0     0       0
unnecessary              8     2    11    11    75   492   655     6     6   475       4
experiments              8     3    11    11     2   493    91     2     2   476       1
experiments              8     3    11    11     5   493   276     5     5   480       1
experiments              8     3    11    11     4   493   314     4     4   483       1
on                     -99     0     0     0     0   494     0     0     0     0       0
primates.                8     3     9     8    19   495   265     4     4   478       1
primates.                8     3     9     8    18   495    81     3     3   479       1
primates.                8     3     9     8    17   495   260     2     2   481       1
primates.                8     3     9     8    21   495   155     6     6   482       1
primates.                8     3     9     8    19   495   406     4     4   484       1
A                      -99     0     0     0     0   496     0     0     0     0       0
compromise               8     3    10    10    37   497   256     6     6   485       6
between                  8     3     7     7    49   498   136     7     7   486      42
a                        8     3     1     1    50   499   146     0     0   487    1434
ban                    -99     0     0     0     0   500     0     0     0     0       0
on                       8     3     2     2    56   501   204     0     0   488     417
hunting                  8     3     7     7    62   502   136     3     3   489       5
and                    -99     0     0     0     0   503     0     0     0     0       0
no                       8     3     2     2    73   504   178     2     2   493     117
ban                      8     3     3     3    74   505   192     0     0   490       6
is                       8     3     2     2    78   506   161     0     0   491     717
is                       8     3     2     2    80   506    58     2     2   492     717
is                       8     3     2     2    80   506   127     2     2   494     717
dishonest.               8     4    10     9     1   507   530     1     1   495       2
The                    -99     0     0     0     0   508     0     0     0     0       0
idea                     8     4     4     4    15   509   219     0     0   496      28
of                     -99     0     0     0     0   510     0     0     0     0       0
licensed                 8     4     8     8    25   511    74     2     2   497       1
licensed                 8     4     8     8    31   511   243     8     8   499       1
or                     -99     0     0     0     0   512     0     0     0     0       0
regulated                8     4     9     9    39   513   237     4     4   500       1
regulated                8     4     9     9    38   513   185     3     3   501       1
regulated                8     4     9     9    39   513   269     4     4   503       1
regulated                8     4     9     9    42   513   179     7     7   504       1
cruelty                  8     4     7     7    46   514   161     1     1   502       4
cruelty                  8     4     7     7    52   514   159     7     7   505       4
makes                  -99     0     0     0     0   515     0     0     0     0       0
no                       8     4     2     2    61   516   422     2     2   506     117
sense.                 -99     0     0     0     0   517     0     0     0     0       0
It                     -99     0     0     0     0   518     0     0     0     0       0
would                    8     4     5     5    77   519   197     5     5   507     146
be                       8     4     2     2    80   520   156     2     2   508     423
better                 -99     0     0     0     0   521     0     0     0     0       0
if                     -99     0     0     0     0   522     0     0     0     0       0
the                      8     5     3     3    11   523   357     1     1   509    3511
Prime                  -99     0     0     0     0   524     0     0     0     0       0
Minister               -99     0     0     0     0   525     0     0     0     0       0
and                      8     5     3     3    30   526   238     1     1   510    1283
all                    -99     0     0     0     0   527     0     0     0     0       0
those                    8     5     5     5    37   528   243     0     0   511      59
MPs                      8     5     3     3    46   529   246     3     3   512       5
who                    -99     0     0     0     0   530     0     0     0     0       0
vote                     8     5     4     4    52   531   241     1     1   513       6
for                    -99     0     0     0     0   532     0     0     0     0       0
a                      -99     0     0     0     0   533     0     0     0     0       0
ban                      8     5     3     3    62   534   237     0     0   515       6
simply                   8     5     6     6    66   535   127     0     0   514      17
simply                   8     5     6     6    72   535   130     6     6   518      17
to                       8     5     2     2    74   536   161     1     1   516    1597
earn                     8     5     4     4    79   537   220     3     3   517       5
easy                     9     1     4     4     2   538   625     2     2   520       4
applause                 9     1     8     8     6   539   135     1     1   519       1
applause                 9     1     8     8     8   539   382     3     3   521       1
from                     9     1     4     4    16   540   177     2     2   523     248
from                     9     1     4     4    17   540   230     3     3   525     248
a                        9     1     1     1    20   541   404     1     1   522    1434
vocal                    9     1     5     5    26   542   227     5     5   526       2
and                      9     1     3     3    27   543   232     0     0   524    1283
passionate               9     1    10    10    38   544   527     7     7   527       2
minority                 9     1     8     8    47   545   217     5     5   528       7
of                     -99     0     0     0     0   546     0     0     0     0       0
their                  -99     0     0     0     0   547     0     0     0     0       0
constituents             9     1    12    12    60   548   312     0     0   529       1
constituents             9     1    12    12    70   548   204    10    10   530       1
constituents             9     1    12    12    65   548   223     5     5   531       1
were                   -99     0     0     0     0   549     0     0     0     0       0
courageous               9     2    10    10     1   550   115     1     1   533       2
enough                   9     2     6     6    17   551   243     6     6   535      32
enough                   9     2     6     6    16   551   153     5     5   536      32
to                     -99     0     0     0     0   552     0     0     0     0       0
explain                  9     2     7     7    25   553   194     4     4   537       5
to                       9     2     2     2    31   554   212     2     2   539    1597
to                       9     2     2     2    30   554   247     1     1   541    1597
the                      9     2     3     3    34   555   188     2     2   538    3511
voters                   9     2     6     6    38   556   120     2     2   540       6
that,                    9     2     5     4    45   557   195     2     2   542     871
while                  -99     0     0     0     0   558     0     0     0     0       0
some                     9     2     4     4    56   559   267     1     1   543      86
activities               9     2    10    10    64   560   701     4     4   544       5
activities               9     2    10    10    68   560    67     8     8   545       5
may                    -99     0     0     0     0   561     0     0     0     0       0
offend                   9     3     6     6     2   562   273     2     2   547       1
offend                   9     3     6     6     5   562   203     5     5   549       1
offend                   9     3     6     6     1   562   185     1     1   550       1
our                    -99     0     0     0     0   563     0     0     0     0       0
sensibilities,           9     3    14    13    17   564   239     6     6   548       1
sensibilities,           9     3    14    13    18   564   241     7     7   551       1
they                   -99     0     0     0     0   565     0     0     0     0       0
should                   9     3     6     6    32   566   300     1     1   552      88
not                      9     3     3     3    41   567   223     3     3   553     277
all                      9     3     3     3    43   568   188     1     1   556     167
be                       9     3     2     2    48   569   247     2     2   557     423
banned.                  9     3     7     6    49   570   155     0     0   554       4
banned.                  9     3     7     6    52   570   187     3     3   558       4
The                    -99     0     0     0     0   571     0     0     0     0       0
Middle                   9     3     6     6    68   572   178     3     3   559      12
Way                      9     3     3     3    75   573   165     3     3   560      58
is                     -99     0     0     0     0   574     0     0     0     0       0
a                      -99     0     0     0     0   575     0     0     0     0       0
classic                  9     4     7     7     5   576   219     5     5   566       4
Blairite                 9     4     8     8    12   577   340     4     4   562       1
Blairite                 9     4     8     8     9   577   174     1     1   563       1
Blairite                 9     4     8     8    13   577   237     5     5   564       1
fudge.                   9     4     6     5    22   578    99     5     5   565       1
It                     -99     0     0     0     0   579     0     0     0     0       0
is                       9     4     2     2    29   580    90     2     2   567     717
unlikely                 9     4     8     8    35   581   467     5     5   570       6
unlikely                 9     4     8     8    37   581   104     7     7   571       6
to                       9     4     2     2    40   582   243     1     1   569    1597
satisfy                  9     4     7     7    46   583   195     4     4   572       1
either                   9     4     6     6    55   584   662     5     5   573       8
side                   -99     0     0     0     0   585     0     0     0     0       0
-                      -99     0     0     0     0   586     0     0     0     0       0
although                 9     4     8     8    69   587   276     5     5   574      19
the                      9     4     3     3    75   588   388     2     2   575    3511
anti-hunters             9     5    12    12     1   589    91     1     1   576     -99
anti-hunters             9     5    12    12     3   589   218     3     3   577     -99
anti-hunters             9     5    12    12     5   589   222     5     5   579     -99
anti-hunters             9     5    12    12     1   589   108     1     1   580     -99
are                      9     5     3     3    16   590   159     3     3   578     351
likely                   9     5     6     6    18   591   218     1     1   581      16
to                     -99     0     0     0     0   592     0     0     0     0       0
be                       9     5     2     2    28   593   271     1     1   582     423
the                    -99     0     0     0     0   594     0     0     0     0       0
more                     9     5     4     4    36   595   286     2     2   583     168
more                     9     5     4     4    36   595   198     2     2   586     168
disappointed,            9     5    13    12    43   596   256     4     4   584       1
disappointed,            9     5    13    12    46   596   103     7     7   585       1
disappointed,            9     5    13    12    52   596   210    13    13   587       1
because                  9     5     7     7    59   597   213     6     6   588      78
because                  9     5     7     7    57   597   183     4     4   590      78
hunting                  9     5     7     7    65   598   240     4     4   589       5
hunting                  9     5     7     7    65   598   140     4     4   593       5
would                    9     5     5     5    71   599   178     2     2   591     146
continue,               10     1     9     8     9   600   133     9     9   594      11
with                    10     1     4     4    13   601   306     3     3   598     393
only                    10     1     4     4    17   602   194     2     2   596      97
only                    10     1     4     4    15   602   105     0     0   597      97
some                    10     1     4     4    22   603   342     2     2   599      86
of                      10     1     2     2    26   604   179     1     1   600    1757
its                     10     1     3     3    31   605   169     3     3   601     152
more                    10     1     4     4    35   606   222     3     3   604     168
more                    10     1     4     4    33   606   231     1     1   605     168
repellent               10     1     9     9    38   607   277     1     1   602       1
repellent               10     1     9     9    44   607   142     7     7   603       1
repellent               10     1     9     9    45   607   296     8     8   606       1
excesses                10     1     8     8    55   608   390     8     8   607       1
excesses                10     1     8     8    54   608   406     7     7   609       1
curtailed.              10     1    10     9    64   609   215     8     8   608       1
curtailed.              10     1    10     9    61   609   192     5     5   610       1
curtailed.              10     1    10     9    65   609   227     9     9   611       1
The                    -99     0     0     0     0   610     0     0     0     0       0
Prime                  -99     0     0     0     0   611     0     0     0     0       0
Minister               -99     0     0     0     0   612     0     0     0     0       0
would                  -99     0     0     0     0   613     0     0     0     0       0
earn                    10     2     4     4    15   614   182     0     0   613       5
a                       10     2     1     1    21   615   188     1     1   614    1434
great                  -99     0     0     0     0   616     0     0     0     0       0
deal                    10     2     4     4    28   617   193     0     0   615      17
more                    10     2     4     4    37   618   322     4     4   616     168
respect                -99     0     0     0     0   619     0     0     0     0       0
if                      10     2     2     2    47   620   159     1     1   617     150
he                     -99     0     0     0     0   621     0     0     0     0       0
said                    10     2     4     4    55   622   305     3     3   618      53
what                   -99     0     0     0     0   623     0     0     0     0       0
he                      10     2     2     2    63   624   192     1     1   619     265
really                 -99     0     0     0     0   625     0     0     0     0       0
thought                 10     2     7     7    73   626   209     1     1   620      24
and                    -99     0     0     0     0   627     0     0     0     0       0
explained              -99     0     0     0     0   628     0     0     0     0       0
and                    -99     0     0     0     0   629     0     0     0     0       0
defended                10     3     8     8    23   630   353     5     5   622       1
defended                10     3     8     8    20   630   234     2     2   623       1
that,                  -99     0     0     0     0   631     0     0     0     0       0
instead                 10     3     7     7    33   632   191     0     0   624      19
of                      10     3     2     2    43   633   203     2     2   625    1757
trying                  10     3     6     6    50   634   142     6     6   626      23
to                     -99     0     0     0     0   635     0     0     0     0       0
fix                    -99     0     0     0     0   636     0     0     0     0       0
his                     10     3     3     3    60   637   213     2     2   627     161
way                    -99     0     0     0     0   638     0     0     0     0       0
out                     10     3     3     3    68   639   244     2     2   628     113
of                     -99     0     0     0     0   640     0     0     0     0       0
a                      -99     0     0     0     0   641     0     0     0     0       0
political               10     4     9     9     7   642   267     7     7   631      33
problem.               -99     0     0     0     0   643     0     0     0     0       0
Today                  -99     0     0     0     0   644     0     0     0     0       0
in                      11     1     2     2     7   645   431     1     1   634    1091
the                    -99     0     0     0     0   646     0     0     0     0       0
European                11     1     8     8    15   647   218     2     2   635      27
European                11     1     8     8    21   647   145     8     8   637      27
Parliament's            11     1    12    12    25   648   270     3     3   636     -99
chamber                 11     1     7     7    40   649   214     5     5   638       2
in                     -99     0     0     0     0   650     0     0     0     0       0
Brussels,               11     1     9     8    51   651   342     5     5   639       3
Brussels,               11     1     9     8    46   651   301     0     0   640       3
105                     11     1     3     3    59   652   223     3     3   641     -99
men                     11     1     3     3    61   653   238     1     1   643      20
men                     11     1     3     3    63   653   192     3     3   645      20
and                     11     1     3     3    64   654   496     0     0   642    1283
women                   11     1     5     5    73   655   243     5     5   644      20
from                    11     1     4     4    78   656   126     4     4   646     248
28                     -99     0     0     0     0   657     0     0     0     0       0
European                11     2     8     8     3   658   491     0     0   647      27
nations                 11     2     7     7    12   659   164     0     0   648       4
nations                 11     2     7     7    18   659   188     6     6   649       4
will                   -99     0     0     0     0   660     0     0     0     0       0
gather                  11     2     6     6    29   661   368     4     4   650       1
to                     -99     0     0     0     0   662     0     0     0     0       0
begin                   11     2     5     5    38   663   234     3     3   651       6
begin                   11     2     5     5    39   663   450     4     4   653       6
discussing              11     2    10    10    44   664   254     3     3   652       2
discussing              11     2    10    10    51   664   201    10    10   654       2
a                      -99     0     0     0     0   665     0     0     0     0       0
constitutional          11     2    14    14    61   666   648     7     7   655       3
constitutional          11     2    14    14    65   666   196    11    11   656       3
settlement              11     2    10    10    77   667   313     8     8   657       2
for                    -99     0     0     0     0   668     0     0     0     0       0
Europe.                 11     3     7     6     6   669   227     2     2   658      18
Europe                 -99     0     0     0     0   670     0     0     0     0       0
has                     11     3     3     3    21   671   171     2     2   659     239
a                       11     3     1     1    23   672   165     0     0   663    1434
constitution            11     3    12    12    30   673   193     5     5   660       2
constitution            11     3    12    12    25   673   189     0     0   661       2
constitution            11     3    12    12    31   673   170     6     6   662       2
constitution            11     3    12    12    36   673   145    11    11   665       2
now,                   -99     0     0     0     0   674     0     0     0     0       0
of                      11     3     2     2    45   675    63     2     2   666    1757
of                      11     3     2     2    45   675   159     2     2   667    1757
course,                 11     3     7     6    52   676   197     6     6   668      32
but,                   -99     0     0     0     0   677     0     0     0     0       0
in                      11     3     2     2    61   678   172     2     2   669    1091
its                    -99     0     0     0     0   679     0     0     0     0       0
various                 11     3     7     7    70   680   156     4     4   670       8
various                 11     3     7     7    66   680   338     0     0   671       8
official                11     4     8     8     6   681   257     6     6   672      10
languages,             -99     0     0     0     0   682     0     0     0     0       0
it                     -99     0     0     0     0   683     0     0     0     0       0
runs                    11     4     4     4    25   684   153     2     2   673       2
into                    11     4     4     4    30   685   268     2     2   675      82
literally               11     4     9     9    33   686   124     0     0   674       1
literally               11     4     9     9    41   686   428     8     8   676       1
millions                11     4     8     8    51   687   140     8     8   677       5
of                     -99     0     0     0     0   688     0     0     0     0       0
pages                  -99     0     0     0     0   689     0     0     0     0       0
of                      11     4     2     2    62   690   604     1     1   678    1757
legislation,            11     4    12    11    72   691   203     8     8   679       6
council                -99     0     0     0     0   692     0     0     0     0       0
decisions               11     5     9     9    15   693   402     7     7   681       2
and                    -99     0     0     0     0   694     0     0     0     0       0
commission              11     5    10    10    29   695   251     7     7   682       6
commission              11     5    10    10    32   695   161    10    10   684       6
directives,             11     5    11    10    41   696   213     8     8   683       1
known                  -99     0     0     0     0   697     0     0     0     0       0
collectively            11     5    12    12    56   698   305     5     5   685       1
collectively            11     5    12    12    61   698   171    10    10   686       1
as                     -99     0     0     0     0   699     0     0     0     0       0
the                    -99     0     0     0     0   700     0     0     0     0       0
'acquis'                12     1     8     6     8   701   169     8     7   690     -99
'acquis'                12     1     8     6     5   701   222     5     4   691     -99
'acquis'                12     1     8     6     7   701   364     7     6   692     -99
'acquis'                12     1     8     6     6   701   185     6     5   693     -99
-                      -99     0     0     0     0   702     0     0     0     0       0
not                    -99     0     0     0     0   703     0     0     0     0       0
exactly                 12     1     7     7    20   704   200     5     5   694       8
exactly                 12     1     7     7    16   704   153     1     1   695       8
a                      -99     0     0     0     0   705     0     0     0     0       0
household               12     1     9     9    30   706   281     5     5   696       5
household               12     1     9     9    34   706   105     9     9   698       5
term                   -99     0     0     0     0   707     0     0     0     0       0
in                      12     1     2     2    40   708   190     0     0   697    1091
in                      12     1     2     2    42   708   176     2     2   699    1091
Europe's                12     1     8     8    51   709   130     8     8   700     -99
salons                  12     1     6     6    58   710   274     6     6   702       1
salons                  12     1     6     6    57   710   172     5     5   704       1
and                     12     1     3     3    62   711   142     3     3   701    1283
saunas.                 12     1     7     6    68   712   243     5     5   703       1
saunas.                 12     1     7     6    70   712   165     7     7   705       1
This                   -99     0     0     0     0   713     0     0     0     0       0
tangle                  12     2     6     6     2   714   260     2     2   707       1
of                     -99     0     0     0     0   715     0     0     0     0       0
laws                    12     2     4     4    14   716   556     4     4   708       5
and                    -99     0     0     0     0   717     0     0     0     0       0
regulations             12     2    11    11    24   718   289     5     5   709       1
has                    -99     0     0     0     0   719     0     0     0     0       0
long                    12     2     4     4    38   720   226     3     3   710      43
cried                   12     2     5     5    44   721   211     4     4   711       1
out                     12     2     3     3    49   722   334     3     3   713     113
to                     -99     0     0     0     0   723     0     0     0     0       0
be                      12     2     2     2    54   724   205     1     1   712     423
be                      12     2     2     2    54   724   162     1     1   714     423
formulated              12     2    10    10    66   725   246    10    10   715       1
formulated              12     2    10    10    56   725   265     0     0   716       1
into                   -99     0     0     0     0   726     0     0     0     0       0
a                      -99     0     0     0     0   727     0     0     0     0       0
few                     12     2     3     3    74   728   176     0     0   717      46
simple                  12     3     6     6     2   729   187     2     2   719       6
rules,                 -99     0     0     0     0   730     0     0     0     0       0
with                    12     3     4     4    18   731   174     4     4   722     393
the                     12     3     3     3    20   732   320     1     1   720    3511
paramount               12     3     9     9    28   733   217     5     5   721       2
paramount               12     3     9     9    28   733   229     5     5   724       2
aim                     12     3     3     3    33   734   136     0     0   723       3
of                      12     3     2     2    37   735   169     0     0   725    1757
bringing                12     3     8     8    46   736   275     6     6   726       5
Europe                  12     3     6     6    55   737   164     6     6   727      18
closer                 -99     0     0     0     0   738     0     0     0     0       0
to                      12     3     2     2    64   739   172     1     1   728    1597
its                    -99     0     0     0     0   740     0     0     0     0       0
people,                 12     3     7     6    74   741   228     4     4   729      90
people,                 12     3     7     6    71   741   216     1     1   730      90
as                     -99     0     0     0     0   742     0     0     0     0       0
the                    -99     0     0     0     0   743     0     0     0     0       0
jargon                  12     4     6     6     9   744   166     5     5   732       1
goes.                  -99     0     0     0     0   745     0     0     0     0       0
The                     12     4     3     3    19   746   220     2     2   734    3511
The                     12     4     3     3    17   746   146     0     0   735    3511
question                12     4     8     8    26   747   241     5     5   736      12
is                     -99     0     0     0     0   748     0     0     0     0       0
whether                 12     4     7     7    37   749   354     4     4   737      37
the                    -99     0     0     0     0   750     0     0     0     0       0
Constitutional          12     4    14    14    52   751   253     7     7   738       3
Constitutional          12     4    14    14    56   751   234    11    11   740       3
Convention,             12     4    11    10    68   752   281     8     8   739       8
now                    -99     0     0     0     0   753     0     0     0     0       0
assembled               12     5     9     9     5   754   278     5     5   742       1
under                  -99     0     0     0     0   755     0     0     0     0       0
the                     12     5     3     3    16   756   256     0     0   743    3511
leadership              12     5    10    10    28   757   182     8     8   744       3
leadership              12     5    10    10    26   757   276     6     6   745       3
of                     -99     0     0     0     0   758     0     0     0     0       0
the                     12     5     3     3    37   759   166     3     3   746    3511
former                 -99     0     0     0     0   760     0     0     0     0       0
French                  12     5     6     6    46   761   274     1     1   747      22
president               12     5     9     9    52   762   222     0     0   748       7
president               12     5     9     9    59   762   387     7     7   749       7
Val‚ry                 -99     0     0     0     0   763     0     0     0     0       0
Giscard                 12     5     7     7    69   764   417     0     0   750       7
Giscard                 12     5     7     7    76   764   391     7     7   751       7
Giscard                 12     5     7     7    69   764    55     0     0   753       7
d'Estaing,              13     1    10     9     3   765   140     3     3   755     -99
d'Estaing,              13     1    10     9     1   765   212     1     1   756     -99
d'Estaing,              13     1    10     9     4   765   390     4     4   757     -99
d'Estaing,              13     1    10     9     7   765   251     7     7   758     -99
d'Estaing,              13     1    10     9     5   765   247     5     5   759     -99
d'Estaing,              13     1    10     9     7   765   324     7     7   760     -99
is                      13     1     2     2    13   766   222     2     2   762     717
an                      13     1     2     2    16   767   149     2     2   761     195
appropriate             13     1    11    11    22   768   183     5     5   763       1
vehicle                 13     1     7     7    32   769   343     3     3   764       2
to                     -99     0     0     0     0   770     0     0     0     0       0
deliver                 13     1     7     7    40   771   271     0     0   765       4
a                      -99     0     0     0     0   772     0     0     0     0       0
new                     13     1     3     3    52   773   420     2     2   766      93
constitutional          13     1    14    14    64   774   163    10    10   767       3
settlement.             13     1    11    10    75   775   203     6     6   768       2
Certainly               13     2     9     9     1   776   137     1     1   769      21
the                    -99     0     0     0     0   777     0     0     0     0       0
choice                  13     2     6     6    14   778   219     0     0   770       7
of                      13     2     2     2    21   779   237     0     0   771    1757
Mr                     -99     0     0     0     0   780     0     0     0     0       0
Giscard                 13     2     7     7    28   781   220     1     1   772       7
Giscard                 13     2     7     7    30   781   193     3     3   773       7
to                     -99     0     0     0     0   782     0     0     0     0       0
run                     13     2     3     3    39   783   372     1     1   774      20
things                  13     2     6     6    46   784   229     4     4   775      31
doesn't                -99     0     0     0     0   785     0     0     0     0       0
inspire                 13     2     7     7    57   786   201     0     0   776       2
a                       13     2     1     1    66   787   159     1     1   777    1434
great                  -99     0     0     0     0   788     0     0     0     0       0
deal                    13     2     4     4    73   789   121     0     0   778      17
deal                    13     2     4     4    77   789   380     4     4   779      17
of                     -99     0     0     0     0   790     0     0     0     0       0
confidence.             13     3    11    10     1   791   246     1     1   780       7
The                     13     3     3     3    15   792   227     3     3   781    3511
fact                   -99     0     0     0     0   793     0     0     0     0       0
that                    13     3     4     4    22   794   311     1     1   782     871
he                      13     3     2     2    28   795   321     2     2   787     265
is                      13     3     2     2    29   796   229     0     0   783     717
old                     13     3     3     3    34   797   133     2     2   784      18
old                     13     3     3     3    35   797   116     3     3   786      18
should                  13     3     6     6    42   798   387     6     6   785      88
should                  13     3     6     6    40   798   216     4     4   788      88
be                      13     3     2     2    43   799   169     0     0   791     423
no                      13     3     2     2    48   800   130     2     2   789     117
no                      13     3     2     2    46   800   209     0     0   790     117
obstacle,               13     3     9     8    53   801   219     4     4   792       3
although                13     3     8     8    62   802   176     3     3   793      19
his                    -99     0     0     0     0   803     0     0     0     0       0
slightly                13     3     8     8    74   804   344     2     2   794       7
slightly                13     3     8     8    76   804    90     4     4   795       7
sleazy                 -99     0     0     0     0   805     0     0     0     0       0
past                   -99     0     0     0     0   806     0     0     0     0       0
(remember               13     4     9     8    15   807   100     3     2   797      10
(remember               13     4     9     8    21   807    88     9     8   800      10
the                     13     4     3     3    22   808   150     0     0   799    3511
Bokassa                 13     4     7     7    29   809   729     3     3   801       1
diamonds                13     4     8     8    34   810   139     0     0   802       2
diamonds                13     4     8     8    37   810   123     3     3   803       2
scandal?)               13     4     9     7    48   811   313     5     5   804       1
detracts                13     4     8     8    57   812   261     4     4   805       1
a                      -99     0     0     0     0   813     0     0     0     0       0
little                  13     4     6     6    70   814   202     6     6   806      33
from                   -99     0     0     0     0   815     0     0     0     0       0
his                     13     4     3     3    77   816   211     1     1   807     161
dignity.                13     5     8     7     2   817   192     2     2   808       5
The                    -99     0     0     0     0   818     0     0     0     0       0
more                   -99     0     0     0     0   819     0     0     0     0       0
serious                 13     5     7     7    22   820   178     4     4   810      11
serious                 13     5     7     7    22   820    68     4     4   811      11
drawback                13     5     8     8    31   821   256     5     5   812       2
with                   -99     0     0     0     0   822     0     0     0     0       0
Mr                      13     5     2     2    40   823   174     0     0   813     109
Giscard                 13     5     7     7    48   824   221     5     5   814       7
is                     -99     0     0     0     0   825     0     0     0     0       0
simply                  13     5     6     6    58   826   380     4     4   815      17
the                    -99     0     0     0     0   827     0     0     0     0       0
suspicion               13     5     9     9    69   828   353     4     4   816       2
suspicion               13     5     9     9    66   828   357     1     1   818       2
that                    13     5     4     4    78   829   410     3     3   817     871
he                     -99     0     0     0     0   830     0     0     0     0       0
will                    14     1     4     4     5   831   167     2     2   820     210
guide                   14     1     5     5     9   832   166     1     1   819       9
the                     14     1     3     3    16   833   180     2     2   821    3511
convention              14     1    10    10    22   834   291     4     4   822       8
in                      14     1     2     2    31   835   140     2     2   824    1091
in                      14     1     2     2    31   835   186     2     2   826    1091
a                       14     1     1     1    33   836   183     1     1   823    1434
direction               14     1     9     9    39   837   116     5     5   825       4
that                    14     1     4     4    46   838   193     2     2   827     871
reflects                14     1     8     8    54   839   354     5     5   828       2
the                    -99     0     0     0     0   840     0     0     0     0       0
traditional             14     1    11    11    63   841   232     1     1   829       8
French                  14     1     6     6    75   842   501     1     1   830      22
French                  14     1     6     6    77   842   115     3     3   831      22
approach                14     2     8     8     1   843   258     1     1   832      13
to                     -99     0     0     0     0   844     0     0     0     0       0
governance              14     2    10    10    15   845   375     3     3   833       1
-                      -99     0     0     0     0   846     0     0     0     0       0
not                     14     2     3     3    25   847   178     0     0   834     277
not                     14     2     3     3    27   847   135     2     2   836     277
so                     -99     0     0     0     0   848     0     0     0     0       0
much                    14     2     4     4    32   849   171     0     0   835      97
libert‚,                14     2     8     7    37   850   156     0     0   837       1
libert‚,                14     2     8     7    40   850   359     3     3   838       1
fraternit‚,             14     2    11    10    49   851   389     3     3   839       1
fraternit‚,             14     2    11    10    52   851   126     6     6   840       1
egalit‚                 14     2     7     7    61   852   260     3     3   841       1
