WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
what                     2     1     4     4    44    82   218     2     2    52     125
happens                  2     1     7     7    50    83   183     3     3    53       5
next'                    2     1     5     4    56    84   148     1     1    54      35
force                    2     1     5     5    64    85   251     3     3    55       8
on                     -99     0     0     0     0    86     0     0     0     0       0
me.                      2     1     3     2    70    87   191     0     0    56      55
If                     -99     0     0     0     0    88     0     0     0     0       0
you                    -99     0     0     0     0    89     0     0     0     0       0
watch                  -99     0     0     0     0    90     0     0     0     0       0
too                      2     2     3     3    13    91   173     3     3    59      56
much                   -99     0     0     0     0    92     0     0     0     0       0
daytime                  2     2     7     7    23    93   378     4     4    60       1
television,              2     2    11    10    32    94   229     5     5    61      13
you                    -99     0     0     0     0    95     0     0     0     0       0
soon                     2     2     4     4    47    96   298     4     4    62       8
become                   2     2     6     6    53    97   187     5     5    63      22
aware                    2     2     5     5    60    98   193     5     5    64       4
that                   -99     0     0     0     0    99     0     0     0     0       0
the                      2     2     3     3    68   100   148     2     2    65    3511
commercials            -99     0     0     0     0   101     0     0     0     0       0
in                     -99     0     0     0     0   102     0     0     0     0       0
the                    -99     0     0     0     0   103     0     0     0     0       0
advertising              2     3    11    11    25   104   354     6     6    66       6
breaks                   2     3     6     6    34   105   264     3     3    67       4
are                    -99     0     0     0     0   106     0     0     0     0       0
aimed                    2     3     5     5    43   107   218     1     1    68       4
very                   -99     0     0     0     0   108     0     0     0     0       0
much                     2     3     4     4    54   109   186     1     1    69      97
at                       2     3     2     2    60   110   144     2     2    70     269
people                 -99     0     0     0     0   111     0     0     0     0       0
who,                     2     3     4     3    71   112   214     3     3    71     157
to                     -99     0     0     0     0   113     0     0     0     0       0
say                      2     3     3     3    77   114   140     1     1    72      49
the                    -99     0     0     0     0   115     0     0     0     0       0
least,                 -99     0     0     0     0   116     0     0     0     0       0
are                    -99     0     0     0     0   117     0     0     0     0       0
likely                 -99     0     0     0     0   118     0     0     0     0       0
to                       2     4     2     2    24   119   154     2     2    74    1597
have                     2     4     4     4    29   120   119     4     4    75     361
trouble                  2     4     7     7    33   121   183     3     3    76       7
with                     2     4     4     4    42   122   185     4     4    77     393
their                    2     4     5     5    46   123   167     3     3    78     225
finances.                2     4     9     8    52   124   229     3     3    79       1
There                    2     4     5     5    64   125   281     5     5    80     189
are                    -99     0     0     0     0   126     0     0     0     0       0
ads                    -99     0     0     0     0   127     0     0     0     0       0
for                      2     4     3     3    75   128   217     2     2    81     519
for                      2     4     3     3    76   128    61     3     3    82     519
personal-injury        -99     0     0     0     0   129     0     0     0     0       0
lawyers                -99     0     0     0     0   130     0     0     0     0       0
encouraging              2     5    11    11    28   131   106     4     4    84       5
various                  2     5     7     7    41   132   304     5     5    85       8
mugwumps                 2     5     8     8    49   133   172     5     5    86       2
to                     -99     0     0     0     0   134     0     0     0     0       0
try                    -99     0     0     0     0   135     0     0     0     0       0
and                    -99     0     0     0     0   136     0     0     0     0       0
claim                    2     5     5     5    69   137   171     5     5    87      12
compo                    2     5     5     5    75   138   205     5     5    88       1
compo                    2     5     5     5    70   138   214     0     0    89       1
for                    -99     0     0     0     0   139     0     0     0     0       0
'accidents'              3     1    11     9     1   140   180     1     0    91       3
'accidents'              3     1    11     9     4   140    65     4     3    92       3
'accidents'              3     1    11     9     6   140    87     6     5    93       3
that                   -99     0     0     0     0   141     0     0     0     0       0
they've                  3     1     7     7    24   142   213     7     7    94     -99
supposedly               3     1    10    10    31   143   226     6     6    95       1
had.                   -99     0     0     0     0   144     0     0     0     0       0
There                    3     1     5     5    46   145   256     5     5    96     189
are                    -99     0     0     0     0   146     0     0     0     0       0
loads                    3     1     5     5    53   147   259     2     2    97       3
of                     -99     0     0     0     0   148     0     0     0     0       0
companies                3     1     9     9    62   149   261     2     2    98      12
offering                 3     1     8     8    72   150   224     2     2    99       3
loans,                 -99     0     0     0     0   151     0     0     0     0       0
encouraging              3     2    11    11    11   152   250     4     4   100       5
other                  -99     0     0     0     0   153     0     0     0     0       0
mugwumps                 3     2     8     8    31   154   453     6     6   101       2
to                     -99     0     0     0     0   155     0     0     0     0       0
borrow                 -99     0     0     0     0   156     0     0     0     0       0
huge                   -99     0     0     0     0   157     0     0     0     0       0
sums                   -99     0     0     0     0   158     0     0     0     0       0
of                     -99     0     0     0     0   159     0     0     0     0       0
money                    3     2     5     5    60   160   243     3     3   102      37
to                     -99     0     0     0     0   161     0     0     0     0       0
buy                    -99     0     0     0     0   162     0     0     0     0       0
essential                3     2     9     9    73   163   368     3     3   103       1
essential                3     2     9     9    76   163   209     6     6   104       1
items                    3     3     5     5     4   164   211     4     4   105       1
like                   -99     0     0     0     0   165     0     0     0     0       0
conservatory             3     3    12    12    15   166   262     4     4   106       1
extensions               3     3    10    10    33   167   214     9     9   107       2
for                    -99     0     0     0     0   168     0     0     0     0       0
their                  -99     0     0     0     0   169     0     0     0     0       0
10th-floor               3     3    10    10    48   170   355     3     3   108     -99
council                -99     0     0     0     0   171     0     0     0     0       0
flats                    3     3     5     5    68   172   147     4     4   109       1
or                       3     3     2     2    70   173   229     0     0   110     194
their                  -99     0     0     0     0   174     0     0     0     0       0
own                      3     4     3     3     3   175   183     3     3   112      44
rocket                 -99     0     0     0     0   176     0     0     0     0       0
or                     -99     0     0     0     0   177     0     0     0     0       0
trampoline               3     4    10    10    23   178   190     9     9   113       1
lessons                  3     4     7     7    29   179   319     4     4   114       7
for                    -99     0     0     0     0   180     0     0     0     0       0
their                    3     4     5     5    37   181   176     0     0   115     225
cat.                     3     4     4     3    43   182   183     0     0   116       1
Another                  3     4     7     7    56   183   200     4     4   117      33
type                   -99     0     0     0     0   184     0     0     0     0       0
of                     -99     0     0     0     0   185     0     0     0     0       0
ad                     -99     0     0     0     0   186     0     0     0     0       0
aimed                    3     4     5     5    74   187   173     3     3   118       4
at                     -99     0     0     0     0   188     0     0     0     0       0
the                    -99     0     0     0     0   189     0     0     0     0       0
financially              3     5    11    11     7   190   228     3     3   121       2
challenged               3     5    10    10    19   191   292     3     3   122       1
is                     -99     0     0     0     0   192     0     0     0     0       0
for                      3     5     3     3    32   193   174     2     2   123     519
firms                    3     5     5     5    38   194   186     4     4   124       3
with                   -99     0     0     0     0   195     0     0     0     0       0
names                  -99     0     0     0     0   196     0     0     0     0       0
such                     3     5     4     4    52   197   204     1     1   125      87
as                       3     5     2     2    58   198   167     2     2   126     422
Yes,                     3     5     4     3    62   199   100     3     3   127       7
Car                    -99     0     0     0     0   200     0     0     0     0       0
Credit,                  3     5     7     6    69   201   517     1     1   128       4
Credit,                  3     5     7     6    74   201   228     6     6   129       4
which                    4     1     5     5     3   202   250     3     3   130     152
offer                  -99     0     0     0     0   203     0     0     0     0       0
to                       4     1     2     2    14   204   190     2     2   131    1597
provide                  4     1     7     7    21   205   196     6     6   132       9
newish                 -99     0     0     0     0   206     0     0     0     0       0
cars                   -99     0     0     0     0   207     0     0     0     0       0
for                    -99     0     0     0     0   208     0     0     0     0       0
people                   4     1     6     6    39   209   189     0     0   133      90
people                   4     1     6     6    44   209   183     5     5   134      90
who                    -99     0     0     0     0   210     0     0     0     0       0
absolutely               4     1    10    10    57   211   263     7     7   135       8
nobody                 -99     0     0     0     0   212     0     0     0     0       0
else                   -99     0     0     0     0   213     0     0     0     0       0
will                     4     1     4     4    73   214   272     0     0   136     210
sell                   -99     0     0     0     0   215     0     0     0     0       0
cars                     4     2     4     4     8   216   157     3     3   137       7
to                     -99     0     0     0     0   217     0     0     0     0       0
(and,                  -99     0     0     0     0   218     0     0     0     0       0
let's                  -99     0     0     0     0   219     0     0     0     0       0
face                   -99     0     0     0     0   220     0     0     0     0       0
it,                    -99     0     0     0     0   221     0     0     0     0       0
car                      4     2     3     3    36   222   168     2     2   138       9
salesmen                 4     2     8     8    42   223   230     4     4   139       1
are                    -99     0     0     0     0   224     0     0     0     0       0
not                    -99     0     0     0     0   225     0     0     0     0       0
really                 -99     0     0     0     0   226     0     0     0     0       0
that                     4     2     4     4    63   227   194     1     1   140     871
choosy);                 4     2     8     6    71   228   288     4     4   141       1
there's                -99     0     0     0     0   229     0     0     0     0       0
one                    -99     0     0     0     0   230     0     0     0     0       0
interesting              4     3    11    11    23   231   203    11    11   142      11
feature                  4     3     7     7    29   232   190     5     5   143       4
of                     -99     0     0     0     0   233     0     0     0     0       0
these                  -99     0     0     0     0   234     0     0     0     0       0
particular               4     3    10    10    44   235   248     3     3   144      13
commercials              4     3    11    11    56   236   223     4     4   145       2
-                      -99     0     0     0     0   237     0     0     0     0       0
all                    -99     0     0     0     0   238     0     0     0     0       0
the                    -99     0     0     0     0   239     0     0     0     0       0
blokes                   4     3     6     6    74   240   225     0     0   146       1
blokes                   4     3     6     6    79   240   152     5     5   147       1
in                     -99     0     0     0     0   241     0     0     0     0       0
them                   -99     0     0     0     0   242     0     0     0     0       0
have                   -99     0     0     0     0   243     0     0     0     0       0
big                    -99     0     0     0     0   244     0     0     0     0       0
fat                    -99     0     0     0     0   245     0     0     0     0       0
wives;                   4     4     6     5    21   246   176     0     0   148       2
wives;                   4     4     6     5    26   246   166     5     5   149       2
I                      -99     0     0     0     0   247     0     0     0     0       0
guess                  -99     0     0     0     0   248     0     0     0     0       0
that                   -99     0     0     0     0   249     0     0     0     0       0
they                   -99     0     0     0     0   250     0     0     0     0       0
know                     4     4     4     4    48   251   272     2     2   150      31
their                  -99     0     0     0     0   252     0     0     0     0       0
market                   4     4     6     6    57   253   229     0     0   151      19
and                    -99     0     0     0     0   254     0     0     0     0       0
the                    -99     0     0     0     0   255     0     0     0     0       0
only                     4     4     4     4    74   256   201     2     2   152      97
fantasy                  4     5     7     7     2   257   203     2     2   153       4
aspect                 -99     0     0     0     0   258     0     0     0     0       0
is                     -99     0     0     0     0   259     0     0     0     0       0
connected              -99     0     0     0     0   260     0     0     0     0       0
with                     4     5     4     4    29   261   202     1     1   154     393
the                      4     5     3     3    35   262   154     2     2   155    3511
cars.                    4     5     5     4    39   263   172     2     2   156       7
And                      4     5     3     3    49   264   194     2     2   157    1283
finally                  4     5     7     7    54   265   206     3     3   158       9
in                       4     5     2     2    61   266   284     2     2   159    1091
every                  -99     0     0     0     0   267     0     0     0     0       0
break                    4     5     5     5    69   268   237     1     1   160       5
break                    4     5     5     5    72   268   170     4     4   161       5
there                    4     5     5     5    78   269   329     4     4   162     189
there                    4     5     5     5    75   269    22     1     1   163     189
are                      5     1     3     3     1   270   452     1     1   164     351
several                -99     0     0     0     0   271     0     0     0     0       0
adverts                  5     1     7     7    12   272   273     0     0   165       2
from                     5     1     4     4    23   273   218     3     3   166     248
companies                5     1     9     9    29   274   220     4     4   167      12
with                   -99     0     0     0     0   275     0     0     0     0       0
names                    5     1     5     5    42   276   273     2     2   168       4
such                     5     1     4     4    50   277   183     4     4   169      87
as                     -99     0     0     0     0   278     0     0     0     0       0
Baines                   5     1     6     6    55   279   165     1     1   170       3
Baines                   5     1     6     6    60   279   234     6     6   172       3
&                      -99     0     0     0     0   280     0     0     0     0       0
Ernst                    5     1     5     5    65   281   294     2     2   173       5
that                   -99     0     0     0     0   282     0     0     0     0       0
offer                    5     1     5     5    74   283   191     0     0   174      16
offer                    5     1     5     5    78   283   105     4     4   175      16
to                     -99     0     0     0     0   284     0     0     0     0       0
combine                -99     0     0     0     0   285     0     0     0     0       0
all                    -99     0     0     0     0   286     0     0     0     0       0
the                    -99     0     0     0     0   287     0     0     0     0       0
debts                    5     2     5     5    21   288   316     2     2   176       2
that                   -99     0     0     0     0   289     0     0     0     0       0
you've                   5     2     6     6    36   290   193     6     6   177     -99
acquired                 5     2     8     8    41   291   243     4     4   178       1
from                   -99     0     0     0     0   292     0     0     0     0       0
making                   5     2     6     6    51   293   178     0     0   179      27
stupid                 -99     0     0     0     0   294     0     0     0     0       0
purchases,               5     2    10     9    66   295   209     1     1   180       1
purchases,               5     2    10     9    71   295   194     6     6   181       1
paying                 -99     0     0     0     0   296     0     0     0     0       0
way                    -99     0     0     0     0   297     0     0     0     0       0
too                    -99     0     0     0     0   298     0     0     0     0       0
much                   -99     0     0     0     0   299     0     0     0     0       0
for                    -99     0     0     0     0   300     0     0     0     0       0
a                        5     3     1     1    25   301   186     1     1   182    1434
T-reg                    5     3     5     5    30   302   240     4     4   183     -99
Vauxhall               -99     0     0     0     0   303     0     0     0     0       0
Astra                    5     3     5     5    45   304   233     4     4   184       1
and                    -99     0     0     0     0   305     0     0     0     0       0
trying                 -99     0     0     0     0   306     0     0     0     0       0
to                     -99     0     0     0     0   307     0     0     0     0       0
sue                    -99     0     0     0     0   308     0     0     0     0       0
gravity                  5     3     7     7    69   309   342     4     4   186       1
for                      5     3     3     3    73   310   187     0     0   185     519
making                   5     4     6     6     1   311   166     1     1   188      27
you                    -99     0     0     0     0   312     0     0     0     0       0
fall                     5     4     4     4    11   313   339     0     0   189       5
over,                  -99     0     0     0     0   314     0     0     0     0       0
into                   -99     0     0     0     0   315     0     0     0     0       0
one                    -99     0     0     0     0   316     0     0     0     0       0
single                   5     4     6     6    33   317   217     2     2   190       9
loan                     5     4     4     4    39   318   172     1     1   191       1
that                     5     4     4     4    45   319   210     2     2   192     871
you                    -99     0     0     0     0   320     0     0     0     0       0
owe                      5     4     3     3    55   321   370     3     3   193       3
them                   -99     0     0     0     0   322     0     0     0     0       0
rather                   5     4     6     6    62   323   329     1     1   194      42
than                     5     4     4     4    71   324   207     3     3   195     123
your                     5     4     4     4    76   325    71     3     3   196      65
several                -99     0     0     0     0   326     0     0     0     0       0
hundred                  5     5     7     7    14   327   212     6     6   197       4
creditors.             -99     0     0     0     0   328     0     0     0     0       0
However,                 5     5     8     7    35   329    63     4     4   198      38
an                     -99     0     0     0     0   330     0     0     0     0       0
interesting              5     5    11    11    48   331   183     5     5   199      11
interesting              5     5    11    11    47   331   176     4     4   200      11
sideline                 5     5     8     8    57   332   244     2     2   201       1
that                     5     5     4     4    67   333   329     3     3   202     871
these                    5     5     5     5    73   334   428     4     4   203      73
companies                6     1     9     9     2   335   277     2     2   204      12
provide                  6     1     7     7    16   336   219     6     6   205       9
is                     -99     0     0     0     0   337     0     0     0     0       0
that                   -99     0     0     0     0   338     0     0     0     0       0
they                     6     1     4     4    26   339   246     0     0   206     258
also                   -99     0     0     0     0   340     0     0     0     0       0
offer                    6     1     5     5    37   341   199     1     1   207      16
to                     -99     0     0     0     0   342     0     0     0     0       0
combine                  6     1     7     7    46   343   268     1     1   208       3
all                    -99     0     0     0     0   344     0     0     0     0       0
your                     6     1     4     4    59   345   191     2     2   209      65
moral                    6     1     5     5    66   346   226     4     4   210       8
debts                    6     1     5     5    70   347   193     2     2   211       2
into                     6     1     4     4    76   348    77     2     2   212      82
one                    -99     0     0     0     0   349     0     0     0     0       0
big                      6     2     3     3     7   350   228     3     3   213      21
moral                    6     2     5     5    13   351   133     5     5   214       8
debt                   -99     0     0     0     0   352     0     0     0     0       0
that                   -99     0     0     0     0   353     0     0     0     0       0
you                    -99     0     0     0     0   354     0     0     0     0       0
owe                      6     2     3     3    30   355   177     2     2   215       3
them.                    6     2     5     4    34   356   186     2     2   216      80
So                     -99     0     0     0     0   357     0     0     0     0       0
now                    -99     0     0     0     0   358     0     0     0     0       0
I                        6     2     1     1    46   359   208     1     1   217     327
have                   -99     0     0     0     0   360     0     0     0     0       0
to                       6     2     2     2    52   361   169     0     0   218    1597
drive                    6     2     5     5    57   362   198     2     2   219       7
Baines                   6     2     6     6    67   363   240     6     6   220       3
Baines                   6     2     6     6    65   363   110     4     4   221       3
and                    -99     0     0     0     0   364     0     0     0     0       0
Ernst                    6     2     5     5    76   365   164     4     4   222       5
to                     -99     0     0     0     0   366     0     0     0     0       0
the                      6     3     3     3     2   367   211     2     2   223    3511
airport                  6     3     7     7     9   368   141     5     5   224       4
every                    6     3     5     5    17   369   153     5     5   225      45
week,                  -99     0     0     0     0   370     0     0     0     0       0
I                      -99     0     0     0     0   371     0     0     0     0       0
have                   -99     0     0     0     0   372     0     0     0     0       0
to                     -99     0     0     0     0   373     0     0     0     0       0
clean                  -99     0     0     0     0   374     0     0     0     0       0
their                    6     3     5     5    40   375   182     0     0   226     225
carpet                   6     3     6     6    51   376   218     5     5   227       3
and                    -99     0     0     0     0   377     0     0     0     0       0
I                      -99     0     0     0     0   378     0     0     0     0       0
must                   -99     0     0     0     0   379     0     0     0     0       0
never                  -99     0     0     0     0   380     0     0     0     0       0
ever                     6     3     4     4    71   381   190     1     1   228      38
look                   -99     0     0     0     0   382     0     0     0     0       0
at                     -99     0     0     0     0   383     0     0     0     0       0
another                -99     0     0     0     0   384     0     0     0     0       0
woman                  -99     0     0     0     0   385     0     0     0     0       0
except                   6     4     6     6    19   386   253     2     2   230       4
Baines                 -99     0     0     0     0   387     0     0     0     0       0
and                      6     4     3     3    32   388   163     1     1   231    1283
Ernst.                   6     4     6     5    38   389   186     3     3   232       5
I                      -99     0     0     0     0   390     0     0     0     0       0
also                   -99     0     0     0     0   391     0     0     0     0       0
have                     6     4     4     4    53   392   174     4     4   233     361
to                     -99     0     0     0     0   393     0     0     0     0       0
apologise                6     4     9     9    62   394   301     5     5   234       1
to                     -99     0     0     0     0   395     0     0     0     0       0
them                     6     4     4     4    73   396   178     3     3   235      80
for                    -99     0     0     0     0   397     0     0     0     0       0
stopping                 6     5     8     8     2   398   190     2     2   236       2
this                   -99     0     0     0     0   399     0     0     0     0       0
column                   6     5     6     6    16   400   271     2     2   237       5
for                    -99     0     0     0     0   401     0     0     0     0       0
a                      -99     0     0     0     0   402     0     0     0     0       0
while.                   6     5     6     5    27   403   198     0     0   238      43
while.                   6     5     6     5    30   403   163     3     3   239      43
While                    6     5     5     5    41   404   218     3     3   240      43
doing                    6     5     5     5    47   405   218     3     3   241      18
press                    6     5     5     5    52   406   218     2     2   242      14
promotion                6     5     9     9    59   407   320     3     3   243       1
for                    -99     0     0     0     0   408     0     0     0     0       0
my                       6     5     2     2    72   409   438     2     2   244      91
new                    -99     0     0     0     0   410     0     0     0     0       0
collection               7     1    10    10     2   411   266     2     2   245       5
of                     -99     0     0     0     0   412     0     0     0     0       0
short                    7     1     5     5    16   413   192     2     2   246      11
stories,                 7     1     8     7    25   414   259     5     5   247       7
which                  -99     0     0     0     0   415     0     0     0     0       0
was                    -99     0     0     0     0   416     0     0     0     0       0
released                 7     1     8     8    40   417   201     1     1   248       2
released                 7     1     8     8    43   417   192     4     4   249       2
in                     -99     0     0     0     0   418     0     0     0     0       0
August,                  7     1     7     6    52   419   237     1     1   250       4
I                      -99     0     0     0     0   420     0     0     0     0       0
would                    7     1     5     5    61   421   224     0     0   251     146
tell                     7     1     4     4    68   422    81     1     1   252      13
journalists            -99     0     0     0     0   423     0     0     0     0       0
interviewing             7     2    12    12    23   424   226    11    11   253       2
me                     -99     0     0     0     0   425     0     0     0     0       0
that,                    7     2     5     4    30   426   173     2     2   254     871
with                   -99     0     0     0     0   427     0     0     0     0       0
my                     -99     0     0     0     0   428     0     0     0     0       0
first                    7     2     5     5    44   429   238     2     2   255      87
collection               7     2    10    10    52   430   217     4     4   256       5
of                       7     2     2     2    61   431   217     2     2   257    1757
stories,               -99     0     0     0     0   432     0     0     0     0       0
Barcelona                7     2     9     9    72   433   203     1     1   258       1
Plates,                -99     0     0     0     0   434     0     0     0     0       0
selling                -99     0     0     0     0   435     0     0     0     0       0
over                   -99     0     0     0     0   436     0     0     0     0       0
50,000                   7     3     6     5    23   437   292     2     2   259     -99
copies                 -99     0     0     0     0   438     0     0     0     0       0
and                    -99     0     0     0     0   439     0     0     0     0       0
this                     7     3     4     4    41   440   186     2     2   260     293
new                    -99     0     0     0     0   441     0     0     0     0       0
one,                     7     3     4     3    49   442   225     1     1   261     176
The                    -99     0     0     0     0   443     0     0     0     0       0
Dog                      7     3     3     3    59   444   270     2     2   262       6
Catcher,                 7     3     8     7    66   445   175     5     5   263       1
doing                    7     3     5     5    71   446   243     1     1   265      18
over                     7     3     4     4    80   447   103     4     4   266      76
15,000                   7     4     6     5     2   448   165     2     2   267     -99
in                     -99     0     0     0     0   449     0     0     0     0       0
hardback               -99     0     0     0     0   450     0     0     0     0       0
in                     -99     0     0     0     0   451     0     0     0     0       0
six                    -99     0     0     0     0   452     0     0     0     0       0
weeks,                   7     4     6     5    26   453   268     0     0   268      15
I                      -99     0     0     0     0   454     0     0     0     0       0
was                    -99     0     0     0     0   455     0     0     0     0       0
the                    -99     0     0     0     0   456     0     0     0     0       0
most                     7     4     4     4    44   457   185     1     1   269      93
successful               7     4    10    10    53   458   308     5     5   270      15
short-story              7     4    11    11    64   459   307     5     5   271     -99
writer                   7     4     6     6    77   460   250     6     6   272       2
in                     -99     0     0     0     0   461     0     0     0     0       0
Britain                  7     5     7     7     1   462   271     1     1   274      26
since                  -99     0     0     0     0   463     0     0     0     0       0
the                    -99     0     0     0     0   464     0     0     0     0       0
war.                   -99     0     0     0     0   465     0     0     0     0       0
Now,                   -99     0     0     0     0   466     0     0     0     0       0
amazingly,               7     5    10     9    29   467   176     1     1   275       2
amazingly,               7     5    10     9    33   467   210     5     5   276       2
it                     -99     0     0     0     0   468     0     0     0     0       0
turns                  -99     0     0     0     0   469     0     0     0     0       0
out                    -99     0     0     0     0   470     0     0     0     0       0
that                     7     5     4     4    53   471   186     1     1   277     871
this                     7     5     4     4    58   472   180     1     1   278     293
might                    7     5     5     5    65   473   226     3     3   279      56
actually                 7     5     8     8    74   474   280     6     6   280      17
be                       7     5     2     2    77   475   192     0     0   281     423
true!                    8     1     5     4     1   476   334     1     1   283      13
