WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
mavericks.              10     1    10     9    45   598   231     5     5   632       1
mavericks.              10     1    10     9    43   598   204     3     3   633       1
mavericks.              10     1    10     9    47   598   136     7     7   634       1
Now,                    10     1     4     3    59   599   201     4     4   635     107
who                     10     1     3     3    63   600   224     3     3   636     157
who                     10     1     3     3    63   600   185     3     3   638     157
(apart                  10     1     6     5    68   601   164     4     3   637      12
(apart                  10     1     6     5    69   601   172     5     4   639      12
from                    10     1     4     4    75   602   165     4     4   640     248
Mr                     -99     0     0     0     0   603     0     0     0     0       0
Murdoch)                10     2     8     7     8   604   116     8     8   641       3
could                   10     2     5     5    14   605   187     5     5   642      84
possibly                10     2     8     8    20   606   143     5     5   643       4
object                  10     2     6     6    28   607   217     4     4   644       1
to                     -99     0     0     0     0   608     0     0     0     0       0
that?                   10     2     5     4    37   609   445     3     3   645     871
Well,                   10     2     5     4    45   610   171     5     5   646      48
you                    -99     0     0     0     0   611     0     0     0     0       0
can                     10     2     3     3    52   612   324     2     2   647     123
welcome                 10     2     7     7    58   613   181     4     4   648       7
the                     10     2     3     3    65   614   202     3     3   650    3511
channel's               10     2     9     9    69   615   165     3     3   649       3
content                 10     3     7     7     5   616   150     5     5   652       3
while                   10     3     5     5    11   617   361     3     3   651      43
still                   10     3     5     5    19   618   125     5     5   654      52
lamenting               10     3     9     9    22   619   140     2     2   653       1
lamenting               10     3     9     9    24   619   174     4     4   655       1
the                    -99     0     0     0     0   620     0     0     0     0       0
drift                   10     3     5     5    36   621   229     2     2   656       1
towards                 10     3     7     7    46   622   158     6     6   657      15
towards                 10     3     7     7    45   622    76     5     5   658      15
segmentation            10     3    12    12    54   623   204     6     6   659       1
and                    -99     0     0     0     0   624     0     0     0     0       0
fragmentation           10     3    13    13    70   625   303     5     5   660       2
fragmentation           10     3    13    13    73   625    57     8     8   661       2
that                   -99     0     0     0     0   626     0     0     0     0       0
its                    -99     0     0     0     0   627     0     0     0     0       0
coming                  10     4     6     6     9   628   252     0     0   662       7
represents.             10     4    11    10    22   629   209     6     6   663       1
These                   10     4     5     5    33   630   182     5     5   664      73
These                   10     4     5     5    32   630    79     4     4   665      73
days,                   10     4     5     4    38   631   145     4     4   666      28
we                     -99     0     0     0     0   632     0     0     0     0       0
are                    -99     0     0     0     0   633     0     0     0     0       0
all                     10     4     3     3    47   634   243     0     0   667     167
all                     10     4     3     3    50   634   176     3     3   669     167
the                     10     4     3     3    54   635   258     3     3   668    3511
playthings              10     4    10    10    61   636   227     6     6   670       1
playthings              10     4    10    10    59   636   101     4     4   671       1
of                     -99     0     0     0     0   637     0     0     0     0       0
demography,             10     4    11    10    72   638   264     3     3   672       1
demography,             10     4    11    10    76   638   173     7     7   673       1
our                    -99     0     0     0     0   639     0     0     0     0       0
tastes                  10     5     6     6     6   640   238     2     2   674       1
tastes                  10     5     6     6     5   640   230     1     1   678       1
ticketed                10     5     8     8    13   641   272     2     2   675       1
ticketed                10     5     8     8    18   641   201     7     7   679       1
and                    -99     0     0     0     0   642     0     0     0     0       0
bracketed               10     5     9     9    27   643   123     3     3   676       2
bracketed               10     5     9     9    24   643   181     0     0   677       2
bracketed               10     5     9     9    30   643   134     6     6   680       2
bracketed               10     5     9     9    28   643   165     4     4   681       2
by                     -99     0     0     0     0   644     0     0     0     0       0
media                   10     5     5     5    39   645   226     2     2   682      12
puppet-masters          10     5    14    14    44   646    93     1     1   683     -99
puppet-masters          10     5    14    14    49   646   307     6     6   684     -99
puppet-masters          10     5    14    14    55   646   207    12    12   685     -99
who                    -99     0     0     0     0   647     0     0     0     0       0
long                    10     5     4     4    63   648   274     1     1   686      43
to                     -99     0     0     0     0   649     0     0     0     0       0
give                    10     5     4     4    71   650   501     1     1   687      16
give                    10     5     4     4    72   650    66     2     2   688      16
us                      10     5     2     2    77   651   122     2     2   689      86
exactly                 11     1     7     7     7   652   112     7     7   691       8
what                    11     1     4     4    10   653   177     2     2   690     125
they                   -99     0     0     0     0   654     0     0     0     0       0
know                    11     1     4     4    19   655   202     1     1   692      31
we                      11     1     2     2    25   656    85     2     2   695     179
want                    11     1     4     4    26   657   188     0     0   693      40
-                       11     1     1     1    32   658   258     1     1   694     -99
and                    -99     0     0     0     0   659     0     0     0     0       0
nothing                 11     1     7     7    41   660   256     4     4   696      14
less,                   11     1     5     4    50   661   172     5     5   697      27
or                     -99     0     0     0     0   662     0     0     0     0       0
more.                   11     1     5     4    56   663   192     2     2   698     168
more.                   11     1     5     4    54   663    74     0     0   699     168
'Niche'                 11     1     7     5    68   664   373     4     3   700       1
culture                 11     1     7     7    77   665   201     5     5   701      22
culture                 11     1     7     7    75   665    78     3     3   702      22
permits                 11     2     7     7     7   666   179     7     7   703       1
providers               11     2     9     9    15   667   265     7     7   704       4
to                     -99     0     0     0     0   668     0     0     0     0       0
deliver                 11     2     7     7    26   669   146     5     5   705       4
deliver                 11     2     7     7    23   669   122     2     2   706       4
deliver                 11     2     7     7    26   669   191     5     5   707       4
targeted                11     2     8     8    33   670   185     4     4   708       2
audiences               11     2     9     9    43   671   199     5     5   709       4
audiences               11     2     9     9    45   671   146     7     7   710       4
to                     -99     0     0     0     0   672     0     0     0     0       0
advertisers             11     2    11    11    55   673   232     4     4   711       3
advertisers             11     2    11    11    61   673   262    10    10   712       3
with                   -99     0     0     0     0   674     0     0     0     0       0
enough                  11     2     6     6    69   675   229     1     1   713      32
enough                  11     2     6     6    73   675   161     5     5   714      32
exactitude              11     3    10    10     6   676   241     6     6   715       1
exactitude              11     3    10    10     4   676   301     4     4   718       1
to                      11     3     2     2    13   677   208     2     2   716    1597
make                    11     3     4     4    18   678   142     4     4   717      60
make                    11     3     4     4    17   678   357     3     3   719      60
sure                   -99     0     0     0     0   679     0     0     0     0       0
that                    11     3     4     4    25   680   154     1     1   720     871
a                       11     3     1     1    29   681   236     0     0   723    1434
twentysomething         11     3    15    15    32   682   155     1     1   721       2
twentysomething         11     3    15    15    38   682   285     7     7   722       2
urban                   11     3     5     5    52   683   331     5     5   724       3
clubber                 11     3     7     7    58   684   230     5     5   725       1
seldom                  11     3     6     6    66   685   229     5     5   726       1
has                    -99     0     0     0     0   686     0     0     0     0       0
to                      11     3     2     2    72   687   280     0     0   727    1597
to                      11     3     2     2    74   687    83     2     2   728    1597
contemplate            -99     0     0     0     0   688     0     0     0     0       0
an                     -99     0     0     0     0   689     0     0     0     0       0
ad                      11     4     2     2    17   690   229     2     2   729       2
ad                      11     4     2     2    15   690   317     0     0   730       2
for                     11     4     3     3    21   691   111     3     3   732     519
a                       11     4     1     1    23   692   135     1     1   731    1434
DIY                     11     4     3     3    27   693   169     3     3   733       1
greenhouse              11     4    10    10    33   694   210     5     5   734       1
or                     -99     0     0     0     0   695     0     0     0     0       0
a                       11     4     1     1    43   696   189     1     1   736    1434
a                       11     4     1     1    42   696   306     0     0   738    1434
a                       11     4     1     1    43   696   185     1     1   742    1434
stair-lift.             11     4    11    10    46   697   133     2     2   735     -99
stair-lift.             11     4    11    10    49   697   426     5     5   737     -99
stair-lift.             11     4    11    10    55   697   163    11    11   739     -99
stair-lift.             11     4    11    10    53   697   152     9     9   740     -99
stair-lift.             11     4    11    10    48   697   218     4     4   741     -99
stair-lift.             11     4    11    10    54   697   211    10    10   743     -99
Filterers               11     4     9     9    61   698   252     5     5   744       1
Filterers               11     4     9     9    59   698   429     3     3   746       1
and                    -99     0     0     0     0   699     0     0     0     0       0
packagers               11     4     9     9    70   700   269     0     0   745       1
packagers               11     4     9     9    73   700   299     3     3   747       1
packagers               11     4     9     9    76   700   134     6     6   748       1
devote                  11     5     6     6     3   701   226     3     3   749       2
their                   11     5     5     5    11   702   259     4     4   750     225
time                    11     5     4     4    16   703   192     3     3   751     105
and                    -99     0     0     0     0   704     0     0     0     0       0
skill                   11     5     5     5    26   705   304     4     4   752       2
to                     -99     0     0     0     0   706     0     0     0     0       0
guaranteeing            11     5    12    12    33   707   223     2     2   753       1
guaranteeing            11     5    12    12    36   707   122     5     5   754       1
that                    11     5     4     4    48   708    94     4     4   756     871
we                      11     5     2     2    50   709   146     1     1   755     179
never                   11     5     5     5    55   710   198     3     3   757      28
run                     11     5     3     3    61   711   131     3     3   759      20
across                  11     5     6     6    63   712   170     1     1   758      28
across                  11     5     6     6    65   712   217     3     3   760      28
any                     11     5     3     3    72   713   355     3     3   761      58
item                    11     5     4     4    76   714   153     3     3   762       3
that                   -99     0     0     0     0   715     0     0     0     0       0
surprises               12     1     9     9    10   716   190     5     5   763       1
or                      12     1     2     2    16   717   162     1     1   764     194
intrigues               12     1     9     9    26   718   182     8     8   765       1
intrigues               12     1     9     9    23   718   182     5     5   766       1
us.                    -99     0     0     0     0   719     0     0     0     0       0
If                      12     1     2     2    32   720   210     0     0   767     150
it                     -99     0     0     0     0   721     0     0     0     0       0
didn't                  12     1     6     6    39   722   387     1     1   768     -99
sound                   12     1     5     5    48   723   314     3     3   769       5
too                     12     1     3     3    51   724   143     0     0   770      56
much                    12     1     4     4    59   725   203     4     4   771      97
like                    12     1     4     4    64   726   220     4     4   772      99
the                    -99     0     0     0     0   727     0     0     0     0       0
sort                    12     1     4     4    71   728   184     2     2   773      14
of                      12     1     2     2    75   729   106     1     1   774    1757
pompous                 12     2     7     7     6   730   265     6     6   775       1
Restoration             12     2    11    11    15   731   180     7     7   776       1
Restoration             12     2    11    11    13   731   191     5     5   777       1
tragedy                 12     2     7     7    24   732   192     4     4   778       2
that                    12     2     4     4    32   733   103     4     4   780     871
not                     12     2     3     3    35   734   133     2     2   779     277
even                   -99     0     0     0     0   735     0     0     0     0       0
Four                    12     2     4     4    42   736   306     0     0   781      27
Four                    12     2     4     4    46   736   160     4     4   782      27
would                  -99     0     0     0     0   737     0     0     0     0       0
deign                   12     2     5     5    53   738   194     0     0   783       1
deign                   12     2     5     5    58   738   159     5     5   784       1
to                     -99     0     0     0     0   739     0     0     0     0       0
broadcast,              12     2    10     9    68   740   210     6     6   785       3
broadcast,              12     2    10     9    65   740   120     3     3   786       3
you                     12     2     3     3    74   741   158     1     1   787     179
might                  -99     0     0     0     0   742     0     0     0     0       0
call                   -99     0     0     0     0   743     0     0     0     0       0
this                    12     3     4     4    11   744   267     0     0   788     293
trend                   12     3     5     5    17   745   217     1     1   789       5
the                    -99     0     0     0     0   746     0     0     0     0       0
Death                   12     3     5     5    30   747   257     4     4   790      22
of                     -99     0     0     0     0   748     0     0     0     0       0
Serendipity.            12     3    12    11    42   749   211     7     7   791       3
Serendipity.            12     3    12    11    40   749   236     5     5   792       3
Serendipity.            12     3    12    11    44   749   172     9     9   793       3
Of                     -99     0     0     0     0   750     0     0     0     0       0
course,                 12     3     7     6    58   751   250     3     3   794      32
course,                 12     3     7     6    61   751    90     6     6   795      32
the                    -99     0     0     0     0   752     0     0     0     0       0
BBC                     12     3     3     3    67   753   208     0     0   796      21
BBC                     12     3     3     3    70   753   190     3     3   797      21
has                    -99     0     0     0     0   754     0     0     0     0       0
no                      12     3     2     2    75   755   182     0     0   798     117
no                      12     3     2     2    77   755    65     2     2   799     117
fickle                 -99     0     0     0     0   756     0     0     0     0       0
advertisers             12     4    11    11    10   757   259     3     3   800       3
advertisers             12     4    11    11    16   757    64     9     9   801       3
to                     -99     0     0     0     0   758     0     0     0     0       0
please                  12     4     6     6    26   759   383     4     4   802       2
(just                   12     4     5     4    33   760   214     4     3   803      75
fickle                  12     4     6     6    38   761   199     3     3   804       2
politicians).           12     4    13    11    49   762   151     7     7   805      14
politicians).           12     4    13    11    47   762   140     5     5   806      14
So                      12     4     2     2    58   763   179     2     2   807     154
it                     -99     0     0     0     0   764     0     0     0     0       0
doesn't                 12     4     7     7    65   765   228     3     3   808     -99
need                    12     4     4     4    74   766   205     4     4   809      36
to                      12     4     2     2    77   767    97     2     2   810    1597
play                    12     5     4     4     3   768   145     3     3   811       5
the                    -99     0     0     0     0   769     0     0     0     0       0
demographic             12     5    11    11    13   770   215     4     4   812       1
demographic             12     5    11    11    15   770   167     6     6   815       1
game                    12     5     4     4    25   771   452     4     4   814       8
of                      12     5     2     2    26   772   151     0     0   813    1757
divide-and-lure         12     5    15    15    30   773   169     1     1   816     -99
divide-and-lure         12     5    15    15    34   773   200     5     5   817     -99
divide-and-lure         12     5    15    15    43   773   487    14    14   818     -99
in                     -99     0     0     0     0   774     0     0     0     0       0
quite                   12     5     5     5    50   775   200     2     2   819      48
quite                   12     5     5     5    52   775   150     4     4   820      48
so                     -99     0     0     0     0   776     0     0     0     0       0
crude                   12     5     5     5    59   777   294     2     2   821       1
a                      -99     0     0     0     0   778     0     0     0     0       0
fashion.                12     5     8     7    66   779   198     1     1   822       7
The                     12     5     3     3    77   780   297     3     3   823    3511
chief                  -99     0     0     0     0   781     0     0     0     0       0
constituency            13     1    12    12     6   782   256     0     0   824       2
constituency            13     1    12    12    15   782   209     9     9   825       2
of                     -99     0     0     0     0   783     0     0     0     0       0
Four                   -99     0     0     0     0   784     0     0     0     0       0
ought                   13     1     5     5    27   785   255     0     0   826       6
ought                   13     1     5     5    31   785   330     4     4   827       6
to                     -99     0     0     0     0   786     0     0     0     0       0
consist                 13     1     7     7    40   787   208     4     4   828       1
of                     -99     0     0     0     0   788     0     0     0     0       0
self-selecting          13     1    14    14    49   789   222     2     2   829     -99
self-selecting          13     1    14    14    55   789   223     8     8   830     -99
minorities              13     1    10    10    65   790   235     3     3   831       2
convened               -99     0     0     0     0   791     0     0     0     0       0
by                     -99     0     0     0     0   792     0     0     0     0       0
a                       13     2     1     1    12   793   229     0     0   834    1434
passion                 13     2     7     7    19   794   154     5     5   832       3
passion                 13     2     7     7    16   794   158     2     2   833       3
passion                 13     2     7     7    19   794   136     5     5   835       3
-                      -99     0     0     0     0   795     0     0     0     0       0
whether                 13     2     7     7    30   796   231     6     6   836      37
for                    -99     0     0     0     0   797     0     0     0     0       0
qawwali                 13     2     7     7    37   798   306     1     1   837       1
qawwali                 13     2     7     7    41   798   214     5     5   838       1
music                   13     2     5     5    46   799   154     2     2   839       4
music                   13     2     5     5    49   799   157     5     5   840       4
music                   13     2     5     5    48   799   145     4     4   841       4
or                     -99     0     0     0     0   800     0     0     0     0       0
quantum                 13     2     7     7    56   801   234     3     3   842       1
theory                  13     2     6     6    63   802   184     2     2   843       3
-                      -99     0     0     0     0   803     0     0     0     0       0
rather                  13     2     6     6    74   804   188     4     4   844      42
than                   -99     0     0     0     0   805     0     0     0     0       0
by                     -99     0     0     0     0   806     0     0     0     0       0
the                     13     3     3     3    11   807   229     3     3   845    3511
brute                  -99     0     0     0     0   808     0     0     0     0       0
parameters              13     3    10    10    19   809   250     1     1   846       1
of                     -99     0     0     0     0   810     0     0     0     0       0
region,                 13     3     7     6    34   811   304     2     2   847       1
region,                 13     3     7     6    38   811   139     6     6   848       1
region,                 13     3     7     6    35   811   306     3     3   852       1
region,                 13     3     7     6    34   811   155     2     2   853       1
age                     13     3     3     3    42   812   215     2     2   850      22
or                      13     3     2     2    45   813   247     1     1   849     194
class.                  13     3     6     5    50   814   236     3     3   851      12
Always                  13     3     6     6    55   815   199     1     1   854      26
Always                  13     3     6     6    58   815    99     4     4   855      26
remember                13     3     8     8    64   816   166     3     3   856      10
that                    13     3     4     4    72   817   184     2     2   857     871
a                      -99     0     0     0     0   818     0     0     0     0       0
large                  -99     0     0     0     0   819     0     0     0     0       0
majority                13     4     8     8    11   820   143     5     5   858       4
majority                13     4     8     8     9   820   235     3     3   859       4
of                     -99     0     0     0     0   821     0     0     0     0       0
affluent                13     4     8     8    22   822   196     4     4   860       1
folk                    13     4     4     4    30   823   159     3     3   862       1
take                    13     4     4     4    32   824   127     0     0   861      42
take                    13     4     4     4    36   824   174     4     4   863      42
take                    13     4     4     4    33   824   145     1     1   865      42
their                  -99     0     0     0     0   825     0     0     0     0       0
leisure                 13     4     7     7    43   826   270     0     0   864       1
leisure                 13     4     7     7    46   826   321     3     3   866       1
in                     -99     0     0     0     0   827     0     0     0     0       0
entirely                13     4     8     8    57   828   233     3     3   867       9
populist                13     4     8     8    66   829   343     3     3   868       1
forms:                  13     4     6     5    76   830   280     4     4   869       4
last                   -99     0     0     0     0   831     0     0     0     0       0
week,                   13     5     5     4     9   832   110     4     4   870      42
we                     -99     0     0     0     0   833     0     0     0     0       0
learned                 13     5     7     7    19   834   202     5     5   871       2
that                    13     5     4     4    26   835   168     4     4   872     871
a                      -99     0     0     0     0   836     0     0     0     0       0
third                   13     5     5     5    33   837   190     4     4   873       7
of                     -99     0     0     0     0   838     0     0     0     0       0
Chelsea                 13     5     7     7    43   839   261     5     5   874       1
ticket-holders          13     5    14    14    49   840   258     3     3   875     -99
ticket-holders          13     5    14    14    58   840   205    12    12   876     -99
earn                    13     5     4     4    65   841   273     4     4   877       5
more                    13     5     4     4    69   842   252     3     3   878     168
than                    13     5     4     4    75   843    84     4     4   879     123
œ50,000                 14     1     7     6     4   844   317     4     4   880     -99
per                    -99     0     0     0     0   845     0     0     0     0       0
year.                   14     1     5     4    15   846   324     3     3   881      51
Meanwhile,              14     1    10     9    26   847   136     8     8   882      12
Meanwhile,              14     1    10     9    24   847    83     6     6   883      12
Keating                 14     1     7     7    32   848   230     3     3   884       2
and                    -99     0     0     0     0   849     0     0     0     0       0
colleagues              14     1    10    10    41   850   161     0     0   885       3
colleagues              14     1    10    10    46   850   177     5     5   886       3
vow                     14     1     3     3    55   851   215     3     3   888       2
that                    14     1     4     4    57   852   145     1     1   887     871
BBC                     14     1     3     3    62   853   234     1     1   889      21
2                       14     1     1     1    66   854   117     1     1   890     -99
in                     -99     0     0     0     0   855     0     0     0     0       0
particular              14     1    10    10    71   856   202     1     1   891      13
will                    14     2     4     4     4   857   177     4     4   892     210
not                    -99     0     0     0     0   858     0     0     0     0       0
treat                   14     2     5     5    12   859   210     3     3   893       3
treat                   14     2     5     5     9   859   250     0     0   894       3
treat                   14     2     5     5    13   859   188     4     4   895       3
the                    -99     0     0     0     0   860     0     0     0     0       0
birth                   14     2     5     5    20   861   230     1     1   896       4
birth                   14     2     5     5    23   861   103     4     4   897       4
of                     -99     0     0     0     0   862     0     0     0     0       0
Four                    14     2     4     4    32   863   214     4     4   898      27
as                      14     2     2     2    35   864   104     2     2   900     422
a                      -99     0     0     0     0   865     0     0     0     0       0
pretext                 14     2     7     7    39   866   145     1     1   899       1
pretext                 14     2     7     7    43   866   295     5     5   901       1
for                    -99     0     0     0     0   867     0     0     0     0       0
an                      14     2     2     2    52   868   135     2     2   902     195
an                      14     2     2     2    50   868   115     0     0   903     195
even                    14     2     4     4    56   869   208     3     3   904      84
deeper                  14     2     6     6    62   870   249     4     4   905       2
plunge                  14     2     6     6    70   871   247     5     5   906       2
into                    14     2     4     4    76   872   133     4     4   907      82
gardening-and-game-s    14     3    23    23     4   873   206     4     4   908     -99
gardening-and-game-s    14     3    23    23    13   873   230    13    13   909     -99
gardening-and-game-s    14     3    23    23    17   873   177    17    17   910     -99
gardening-and-game-s    14     3    23    23    23   873   151    23    23   911     -99
territory.              14     3    10     9    30   874   258     6     6   912       3
We                     -99     0     0     0     0   875     0     0     0     0       0
shall                   14     3     5     5    41   876   274     3     3   913       5
see.                    14     3     4     3    47   877   185     3     3   914      41
In                      14     3     2     2    55   878   149     2     2   921    1091
'narrowcasting'         14     3    15    13    59   879   230     3     2   915       2
'narrowcasting'         14     3    15    13    64   879   204     8     7   916       2
'narrowcasting'         14     3    15    13    68   879   240    12    11   917       2
'narrowcasting'         14     3    15    13    63   879   257     7     6   918       2
ventures                14     3     8     8    76   880   187     4     4   919       2
ventures                14     3     8     8    75   880   118     3     3   920       2
ventures                14     3     8     8    76   880   240     4     4   922       2
such                   -99     0     0     0     0   881     0     0     0     0       0
as                      14     4     2     2     5   882   293     0     0   923     422
Four,                   14     4     5     4    11   883   164     3     3   924      27
there's                 14     4     7     7    17   884   308     3     3   925     -99
a                      -99     0     0     0     0   885     0     0     0     0       0
paradox                 14     4     7     7    28   886   239     4     4   926       2
at                     -99     0     0     0     0   887     0     0     0     0       0
work                    14     4     4     4    37   888   491     2     2   927      32
that                    14     4     4     4    43   889    75     3     3   930     871
deserves                14     4     8     8    46   890   257     1     1   928       3
deserves                14     4     8     8    50   890   104     5     5   929       3
more                    14     4     4     4    54   891   142     0     0   931     168
more                    14     4     4     4    58   891   144     4     4   932     168
attention               14     4     9     9    63   892   354     4     4   933      10
than                    14     4     4     4    72   893   186     3     3   934     123
it                      14     4     2     2    76   894   100     2     2   935     544
gets.                  -99     0     0     0     0   895     0     0     0     0       0
Since                   14     5     5     5     9   896   227     3     3   936      32
the                    -99     0     0     0     0   897     0     0     0     0       0
Sixties,                14     5     8     7    19   898   234     3     3   937       6
many                    14     5     4     4    28   899   280     3     3   938      81
of                     -99     0     0     0     0   900     0     0     0     0       0
the                    -99     0     0     0     0   901     0     0     0     0       0
most                    14     5     4     4    39   902   201     2     2   939      93
exciting                14     5     8     8    47   903   478     5     5   940       1
pulses                  14     5     6     6    55   904   267     4     4   941       1
of                     -99     0     0     0     0   905     0     0     0     0       0
innovation              14     5    10    10    66   906   449     5     5   942       2
across                  14     5     6     6    76   907   243     4     4   943      28
a                       14     5     1     1    80   908    98     1     1   944    1434
spread                  15     1     6     6     5   909   107     5     5   947       3
of                      15     1     2     2     7   910   153     0     0   946    1757
of                      15     1     2     2     8   910    63     1     1   948    1757
cultural                15     1     8     8    17   911   219     7     7   949       7
forms                  -99     0     0     0     0   912     0     0     0     0       0
have                    15     1     4     4    28   913   122     3     3   950     361
have                    15     1     4     4    25   913   143     0     0   951     361
come                    15     1     4     4    32   914   199     2     2   952      37
from                    15     1     4     4    38   915   206     3     3   953     248
a                      -99     0     0     0     0   916     0     0     0     0       0
push                    15     1     4     4    46   917   264     4     4   954       3
towards                 15     1     7     7    52   918   164     5     5   955      15
fusion                  15     1     6     6    59   919   208     4     4   956       1
and                    -99     0     0     0     0   920     0     0     0     0       0
hybridity.              15     1    10     9    68   921   411     2     2   957       1
Creatively             -99     0     0     0     0   922     0     0     0     0       0
confused                15     2     8     8    15   923   232     4     4   958       2
artists                 15     2     7     7    24   924   374     4     4   959       4
have                    15     2     4     4    32   925   204     4     4   960     361
sought                  15     2     6     6    37   926   184     4     4   961       4
to                     -99     0     0     0     0   927     0     0     0     0       0
abolish                 15     2     7     7    46   928   239     3     3   962       1
the                    -99     0     0     0     0   929     0     0     0     0       0
distance                15     2     8     8    55   930   188     0     0   963       4
distance                15     2     8     8    59   930   175     4     4   964       4
between                 15     2     7     7    67   931   208     3     3   965      42
‚lite                   15     2     5     5    76   932   188     4     4   966       2
and                     15     3     3     3     3   933   148     3     3   967    1283
popular                 15     3     7     7     8   934   150     4     4   968      10
styles,                 15     3     7     6    16   935   205     4     4   969       1
styles,                 15     3     7     6    15   935   130     3     3   970       1
'highbrow'              15     3    10     8    27   936   183     7     6   971       2
'highbrow'              15     3    10     8    25   936   376     5     4   972       2
and                    -99     0     0     0     0   937     0     0     0     0       0
'lowbrow'               15     3     9     7    40   938   472     5     4   973       1
registers,              15     3    10     9    51   939   140     6     6   974       2
registers,              15     3    10     9    49   939   214     4     4   975       2
learned                 15     3     7     7    57   940   161     1     1   976       2
learned                 15     3     7     7    60   940   438     4     4   977       2
learned                 15     3     7     7    59   940    68     3     3   978       2
and                    -99     0     0     0     0   941     0     0     0     0       0
vernacular              15     3    10    10    72   942   345     4     4   979       1
traditions.             15     4    11    10     6   943   305     6     6   980       1
Look                    15     4     4     4    16   944   207     4     4   981      18
at                     -99     0     0     0     0   945     0     0     0     0       0
some                    15     4     4     4    24   946   243     4     4   982      86
of                     -99     0     0     0     0   947     0     0     0     0       0
BBC                     15     4     3     3    31   948   196     3     3   983      21
Four's                  15     4     6     6    36   949   193     4     4   984     -99
Four's                  15     4     6     6    35   949   182     3     3   985     -99
early                   15     4     5     5    39   950   135     0     0   986      18
early                   15     4     5     5    42   950   246     3     3   987      18
performance             15     4    11    11    50   951   208     5     5   988       7
slots,                  15     4     6     5    62   952   362     5     5   989       1
and                    -99     0     0     0     0   953     0     0     0     0       0
you'll                  15     4     6     6    69   954   180     1     1   990     -99
you'll                  15     4     6     6    72   954    63     4     4   991     -99
spot                    15     4     4     4    76   955   152     1     1   992       3
this                   -99     0     0     0     0   956     0     0     0     0       0
force                   15     5     5     5     8   957   140     3     3   993       8
in                     -99     0     0     0     0   958     0     0     0     0       0
progress:               15     5     9     8    18   959   348     4     4   994       8
Bj”rk                   15     5     5     5    28   960   357     4     4  1000     -99
sings                   15     5     5     5    35   961   123     5     5   997       1
sings                   15     5     5     5    35   961   282     5     5  1001       1
at                      15     5     2     2    36   962   234     0     0   995     269
Covent                  15     5     6     6    44   963   137     5     5   996       4
Covent                  15     5     6     6    42   963   218     3     3  1002       4
Garden;                 15     5     7     6    48   964   193     2     2   998       4
Garden;                 15     5     7     6    53   964   138     7     7  1003       4
Fidelio                 15     5     7     7    57   965    78     3     3  1004       1
comes                  -99     0     0     0     0   966     0     0     0     0       0
live                    15     5     4     4    71   967   211     3     3  1007      15
from                    15     5     4     4    76   968   188     3     3  1008     248
from                    15     5     4     4    77   968    76     4     4  1009     248
a                      -99     0     0     0     0   969     0     0     0     0       0
Birmingham              16     1    10    10    10   970   155    10    10  1011       3
Birmingham              16     1    10    10     6   970   123     6     6  1012       3
Birmingham              16     1    10    10     8   970    63     8     8  1013       3
big                    -99     0     0     0     0   971     0     0     0     0       0
top;                    16     1     4     3    18   972   212     3     3  1014      14
an                      16     1     2     2    21   973   227     1     1  1015     195
opera                  -99     0     0     0     0   974     0     0     0     0       0
company                 16     1     7     7    29   975   238     0     0  1016      17
company                 16     1     7     7    34   975   260     5     5  1017      17
mounts                  16     1     6     6    42   976   186     5     5  1018       1
a                      -99     0     0     0     0   977     0     0     0     0       0
(successful)            16     1    12    10    53   978   183     7     6  1019      15
(successful)            16     1    12    10    51   978   148     5     4  1020      15
search                  16     1     6     6    63   979   221     4     4  1021       4
for                    -99     0     0     0     0   980     0     0     0     0       0
new                     16     1     3     3    71   981   178     1     1  1022      93
divas                   16     1     5     5    75   982    92     1     1  1023       1
in                     -99     0     0     0     0   983     0     0     0     0       0
the                    -99     0     0     0     0   984     0     0     0     0       0
townships               16     2     9     9    11   985   197     4     4  1024       1
