WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
first                    2     4     5     5    19   108   220     5     5    77      87
controller               2     4    10    10    23   109   254     3     3    78       1
in                     -99     0     0     0     0   110     0     0     0     0       0
the                      2     4     3     3    36   111   163     2     2    79    3511
new                    -99     0     0     0     0   112     0     0     0     0       0
year,                    2     4     5     4    44   113   210     2     2    80      51
will                   -99     0     0     0     0   114     0     0     0     0       0
be                     -99     0     0     0     0   115     0     0     0     0       0
hoping                 -99     0     0     0     0   116     0     0     0     0       0
to                     -99     0     0     0     0   117     0     0     0     0       0
make                   -99     0     0     0     0   118     0     0     0     0       0
his                    -99     0     0     0     0   119     0     0     0     0       0
mark                   -99     0     0     0     0   120     0     0     0     0       0
in                     -99     0     0     0     0   121     0     0     0     0       0
a                      -99     0     0     0     0   122     0     0     0     0       0
blaze                    2     5     5     5    10   123   112     5     5    81       1
of                     -99     0     0     0     0   124     0     0     0     0       0
light                    2     5     5     5    19   125   207     5     5    82      11
glory.                   2     5     6     5    24   126   275     4     4    83       2
For                    -99     0     0     0     0   127     0     0     0     0       0
the                    -99     0     0     0     0   128     0     0     0     0       0
BBC,                   -99     0     0     0     0   129     0     0     0     0       0
a                      -99     0     0     0     0   130     0     0     0     0       0
lot                    -99     0     0     0     0   131     0     0     0     0       0
rides                  -99     0     0     0     0   132     0     0     0     0       0
on                     -99     0     0     0     0   133     0     0     0     0       0
the                    -99     0     0     0     0   134     0     0     0     0       0
reception              -99     0     0     0     0   135     0     0     0     0       0
of                     -99     0     0     0     0   136     0     0     0     0       0
Four.                  -99     0     0     0     0   137     0     0     0     0       0
Greg                   -99     0     0     0     0   138     0     0     0     0       0
Dyke                     3     1     4     4     8   139   230     3     3    86       6
and                      3     1     3     3    13   140   216     3     3    87    1283
his                    -99     0     0     0     0   141     0     0     0     0       0
satraps                  3     1     7     7    21   142   174     3     3    88       1
satraps                  3     1     7     7    25   142   225     7     7    89       1
satraps                  3     1     7     7    23   142   396     5     5    91       1
gaze                     3     1     4     4    30   143   273     4     4    90       1
nervously                3     1     9     9    34   144   217     3     3    92       1
towards                  3     1     7     7    42   145   165     1     1    93      15
the                      3     1     3     3    52   146   202     3     3    94    3511
expiry                   3     1     6     6    59   147   229     6     6    95       1
of                     -99     0     0     0     0   148     0     0     0     0       0
their                  -99     0     0     0     0   149     0     0     0     0       0
current                -99     0     0     0     0   150     0     0     0     0       0
Charter                -99     0     0     0     0   151     0     0     0     0       0
in                       3     2     2     2     9   152   168     1     1    97    1091
2006.                  -99     0     0     0     0   153     0     0     0     0       0
The                      3     2     3     3    17   154   217     0     0    98    3511
The                      3     2     3     3    19   154   202     2     2    99    3511
long-planned             3     2    12    12    25   155   204     4     4   100     -99
long-planned             3     2    12    12    30   155   209     9     9   101     -99
national                 3     2     8     8    38   156   179     4     4   102      18
switch-over              3     2    11    11    47   157   247     4     4   103     -99
switch-over              3     2    11    11    52   157   188     9     9   104     -99
from                   -99     0     0     0     0   158     0     0     0     0       0
analogue               -99     0     0     0     0   159     0     0     0     0       0
to                     -99     0     0     0     0   160     0     0     0     0       0
digital                -99     0     0     0     0   161     0     0     0     0       0
television             -99     0     0     0     0   162     0     0     0     0       0
sets                     3     3     4     4    12   163    83     1     1   106       2
sets                     3     3     4     4    12   163   106     1     1   107       2
proceeds                 3     3     8     8    20   164   255     4     4   108       3
proceeds                 3     3     8     8    23   164   880     7     7   115       3
at                       3     3     2     2    27   165   157     2     2   109     269
at                       3     3     2     2    27   165   261     2     2   116     269
more                     3     3     4     4    31   166   190     3     3   110     168
of                       3     3     2     2    35   167   215     2     2   117    1757
a                      -99     0     0     0     0   168     0     0     0     0       0
crawl                    3     3     5     5    41   169   186     3     3   111       1
crawl                    3     3     5     5    42   169   198     4     4   118       1
than                   -99     0     0     0     0   170     0     0     0     0       0
a                        3     3     1     1    50   171   187     1     1   120    1434
gallop.                  3     3     7     6    53   172   190     2     2   112       1
gallop.                  3     3     7     6    51   172   187     0     0   113       1
gallop.                  3     3     7     6    52   172   226     1     1   119       1
To                     -99     0     0     0     0   173     0     0     0     0       0
put                      3     3     3     3    63   174   101     1     1   121      26
it                     -99     0     0     0     0   175     0     0     0     0       0
bluntly,               -99     0     0     0     0   176     0     0     0     0       0
Four                   -99     0     0     0     0   177     0     0     0     0       0
not                    -99     0     0     0     0   178     0     0     0     0       0
only                   -99     0     0     0     0   179     0     0     0     0       0
has                    -99     0     0     0     0   180     0     0     0     0       0
to                     -99     0     0     0     0   181     0     0     0     0       0
recruit                -99     0     0     0     0   182     0     0     0     0       0
a                      -99     0     0     0     0   183     0     0     0     0       0
loyal                  -99     0     0     0     0   184     0     0     0     0       0
core                   -99     0     0     0     0   185     0     0     0     0       0
of                     -99     0     0     0     0   186     0     0     0     0       0
arts                   -99     0     0     0     0   187     0     0     0     0       0
addicts                -99     0     0     0     0   188     0     0     0     0       0
and                    -99     0     0     0     0   189     0     0     0     0       0
documentary            -99     0     0     0     0   190     0     0     0     0       0
demons;                -99     0     0     0     0   191     0     0     0     0       0
it                     -99     0     0     0     0   192     0     0     0     0       0
must                   -99     0     0     0     0   193     0     0     0     0       0
also                   -99     0     0     0     0   194     0     0     0     0       0
help                   -99     0     0     0     0   195     0     0     0     0       0
to                     -99     0     0     0     0   196     0     0     0     0       0
persuade               -99     0     0     0     0   197     0     0     0     0       0
opinion-shifters       -99     0     0     0     0   198     0     0     0     0       0
in                     -99     0     0     0     0   199     0     0     0     0       0
politics               -99     0     0     0     0   200     0     0     0     0       0
and                    -99     0     0     0     0   201     0     0     0     0       0
the                    -99     0     0     0     0   202     0     0     0     0       0
media                  -99     0     0     0     0   203     0     0     0     0       0
that                   -99     0     0     0     0   204     0     0     0     0       0
the                    -99     0     0     0     0   205     0     0     0     0       0
BBC                      4     1     3     3     9   206   189     0     0   125      21
BBC                      4     1     3     3     9   206   206     0     0   131      21
licence                  4     1     7     7    16   207   175     3     3   126       2
licence                  4     1     7     7    16   207   200     3     3   130       2
licence                  4     1     7     7    18   207   185     5     5   132       2
fee                      4     1     3     3    21   208   185     0     0   127       1
fee                      4     1     3     3    24   208   116     3     3   133       1
remains                  4     1     7     7    27   209   212     2     2   128       6
remains                  4     1     7     7    31   209   116     6     6   129       6
the                    -99     0     0     0     0   210     0     0     0     0       0
only                     4     1     4     4    37   211   323     0     0   134      97
defensible               4     1    10    10    46   212   128     4     4   135       1
form                     4     1     4     4    54   213   116     1     1   136      18
of                       4     1     2     2    60   214    72     2     2   137    1757
poll-tax               -99     0     0     0     0   215     0     0     0     0       0
in                     -99     0     0     0     0   216     0     0     0     0       0
700                    -99     0     0     0     0   217     0     0     0     0       0
years                  -99     0     0     0     0   218     0     0     0     0       0
of                     -99     0     0     0     0   219     0     0     0     0       0
British                  4     2     7     7    15   220    94     6     6   138      77
British                  4     2     7     7    14   220   108     5     5   139      77
British                  4     2     7     7    13   220   214     4     4   144      77
history.                 4     2     8     7    24   221   221     7     7   140       9
history.                 4     2     8     7    19   221   211     2     2   143       9
history.                 4     2     8     7    22   221   236     5     5   145       9
Four                     4     2     4     4    30   222   217     0     0   141      27
has                    -99     0     0     0     0   223     0     0     0     0       0
won                      4     2     3     3    42   224   183     3     3   142       5
over                   -99     0     0     0     0   225     0     0     0     0       0
Downing                -99     0     0     0     0   226     0     0     0     0       0
Street                 -99     0     0     0     0   227     0     0     0     0       0
without                -99     0     0     0     0   228     0     0     0     0       0
too                    -99     0     0     0     0   229     0     0     0     0       0
much                   -99     0     0     0     0   230     0     0     0     0       0
of                     -99     0     0     0     0   231     0     0     0     0       0
a                      -99     0     0     0     0   232     0     0     0     0       0
battle.                  4     3     7     6    12   233   185     7     7   149       8
battle.                  4     3     7     6    10   233   189     5     5   151       8
battle.                  4     3     7     6     8   233   305     3     3   152       8
The                    -99     0     0     0     0   234     0     0     0     0       0
Culture                  4     3     7     7    22   235   255     5     5   150      22
Culture                  4     3     7     7    21   235   212     4     4   153      22
Secretary                4     3     9     9    32   236   238     7     7   154      13
Tessa                  -99     0     0     0     0   237     0     0     0     0       0
Jowell                   4     3     6     6    47   238   237     6     6   155       2
green-lighted            4     3    13    13    48   239   205     0     0   147     -99
green-lighted            4     3    13    13    59   239   250    11    11   156     -99
it                     -99     0     0     0     0   240     0     0     0     0       0
last                   -99     0     0     0     0   241     0     0     0     0       0
autumn,                  4     3     7     6    71   242   181     1     1   157       5
along                  -99     0     0     0     0   243     0     0     0     0       0
with                   -99     0     0     0     0   244     0     0     0     0       0
the                    -99     0     0     0     0   245     0     0     0     0       0
BBC's                  -99     0     0     0     0   246     0     0     0     0       0
two                    -99     0     0     0     0   247     0     0     0     0       0
digital                -99     0     0     0     0   248     0     0     0     0       0
children's             -99     0     0     0     0   249     0     0     0     0       0
channels.              -99     0     0     0     0   250     0     0     0     0       0
However,               -99     0     0     0     0   251     0     0     0     0       0
backstage              -99     0     0     0     0   252     0     0     0     0       0
ructions               -99     0     0     0     0   253     0     0     0     0       0
from                   -99     0     0     0     0   254     0     0     0     0       0
commercial             -99     0     0     0     0   255     0     0     0     0       0
competitors            -99     0     0     0     0   256     0     0     0     0       0
have                   -99     0     0     0     0   257     0     0     0     0       0
delayed                -99     0     0     0     0   258     0     0     0     0       0
approval               -99     0     0     0     0   259     0     0     0     0       0
for                    -99     0     0     0     0   260     0     0     0     0       0
the                    -99     0     0     0     0   261     0     0     0     0       0
corporation's          -99     0     0     0     0   262     0     0     0     0       0
revamped                 5     1     8     8     3   263   194     3     3   159       1
youth                    5     1     5     5    14   264   197     5     5   160       7
service,                 5     1     8     7    19   265   150     4     4   161      25
BBC                      5     1     3     3    26   266   188     2     2   162      21
Three.                   5     1     6     5    28   267   213     0     0   163      28
It's                     5     1     4     4    42   268   175     3     3   164     152
no                     -99     0     0     0     0   269     0     0     0     0       0
secret                   5     1     6     6    49   270   192     2     2   165      12
that                   -99     0     0     0     0   271     0     0     0     0       0
the                      5     1     3     3    61   272   154     2     2   166    3511
Beeb's                   5     1     6     6    68   273   194     5     5   167     -99
rivals                   5     1     6     6    73   274   159     3     3   168       2
-                      -99     0     0     0     0   275     0     0     0     0       0
above                  -99     0     0     0     0   276     0     0     0     0       0
all,                     5     2     4     3     7   277   142     1     1   169     167
Rupert                   5     2     6     6    15   278   192     4     4   170       2
Murdoch                  5     2     7     7    20   279   226     2     2   171       3
-                      -99     0     0     0     0   280     0     0     0     0       0
keenly                   5     2     6     6    34   281   199     6     6   172       1
keenly                   5     2     6     6    30   281   229     2     2   178       1
resent                   5     2     6     6    35   282   344     0     0   177       1
resent                   5     2     6     6    38   282   256     3     3   179       1
the                    -99     0     0     0     0   283     0     0     0     0       0
spectacle                5     2     9     9    46   284   170     0     0   173       1
spectacle                5     2     9     9    51   284   187     5     5   174       1
spectacle                5     2     9     9    49   284   214     3     3   180       1
spectacle                5     2     9     9    51   284   266     5     5   181       1
of                     -99     0     0     0     0   285     0     0     0     0       0
licence-funded           5     2    14    14    62   286   257     3     3   175     -99
licence-funded           5     2    14    14    67   286   252     8     8   182     -99
licence-funded           5     2    14    14    69   286   171    10    10   183     -99
empire-building          5     3    15    15     8   287   188     8     8   184     -99
a                      -99     0     0     0     0   288     0     0     0     0       0
dozen                    5     3     5     5    22   289   234     4     4   185       3
years                    5     3     5     5    28   290   145     4     4   186     104
after                  -99     0     0     0     0   291     0     0     0     0       0
the                      5     3     3     3    37   292   164     1     1   187    3511
advent                 -99     0     0     0     0   293     0     0     0     0       0
of                       5     3     2     2    49   294   208     2     2   188    1757
Sky                      5     3     3     3    52   295   155     2     2   189       4
-                      -99     0     0     0     0   296     0     0     0     0       0
it                     -99     0     0     0     0   297     0     0     0     0       0
seems                    5     3     5     5    62   298   169     3     3   190      30
to                     -99     0     0     0     0   299     0     0     0     0       0
presage                  5     3     7     7    70   300   118     2     2   191       1
the                    -99     0     0     0     0   301     0     0     0     0       0
secular                -99     0     0     0     0   302     0     0     0     0       0
decline                -99     0     0     0     0   303     0     0     0     0       0
of                       5     4     2     2    16   304   303     0     0   192    1757
public-service           5     4    14    14    22   305   208     3     3   193     -99
public-service           5     4    14    14    27   305   127     8     8   194     -99
broadcasting.            5     4    13    12    38   306   211     4     4   195       3
With                     5     4     4     4    52   307   168     4     4   196     393
a                      -99     0     0     0     0   308     0     0     0     0       0
clever                   5     4     6     6    58   309   196     3     3   197       3
touch                    5     4     5     5    66   310   167     4     4   198       9
of                     -99     0     0     0     0   311     0     0     0     0       0
bathos,                  5     4     7     6    72   312   192     1     1   199       1
Four                   -99     0     0     0     0   313     0     0     0     0       0
slid                     5     5     4     4     8   314   141     3     3   201       1
down                     5     5     4     4    10   315   205     0     0   200      38
down                     5     5     4     4    14   315   180     4     4   202      38
down                     5     5     4     4    13   315   140     3     3   204      38
the                    -99     0     0     0     0   316     0     0     0     0       0
slipway                  5     5     7     7    20   317   245     1     1   203       1
at                       5     5     2     2    29   318   176     2     2   205     269
the                    -99     0     0     0     0   319     0     0     0     0       0
weekend                  5     5     7     7    39   320   195     5     5   206       5
not                    -99     0     0     0     0   321     0     0     0     0       0
with                     5     5     4     4    50   322   134     4     4   207     393
some                     5     5     4     4    51   323   221     0     0   210      86
operatic                 5     5     8     8    58   324   202     2     2   208       1
blockbuster            -99     0     0     0     0   325     0     0     0     0       0
but                    -99     0     0     0     0   326     0     0     0     0       0
a                      -99     0     0     0     0   327     0     0     0     0       0
Dadaist                  6     1     7     7     6   328   165     4     4   211       1
Dadaist                  6     1     7     7     9   328   194     7     7   213       1
squib:                   6     1     6     5    12   329   191     2     2   212       1
squib:                   6     1     6     5    16   329   325     6     6   214       1
a                      -99     0     0     0     0   330     0     0     0     0       0
film                   -99     0     0     0     0   331     0     0     0     0       0
about                    6     1     5     5    25   332   268     1     1   215     164
the                    -99     0     0     0     0   333     0     0     0     0       0
artist                   6     1     6     6    36   334   187     2     2   216       5
Michael                  6     1     7     7    43   335   202     2     2   217       4
Landy,                   6     1     6     5    49   336   194     0     0   218       1
who                      6     1     3     3    59   337   242     3     3   219     157
trashed                -99     0     0     0     0   338     0     0     0     0       0
his                      6     1     3     3    69   339   188     1     1   220     161
7,000                    6     1     5     4    73   340   217     1     1   221     -99
7,000                    6     1     5     4    72   340   100     0     0   222     -99
possessions              6     2    11    11     9   341   161     9     9   223       1
in                     -99     0     0     0     0   342     0     0     0     0       0
the                    -99     0     0     0     0   343     0     0     0     0       0
window                   6     2     6     6    21   344   201     2     2   224       4
of                       6     2     2     2    26   345   251     0     0   225    1757
a                      -99     0     0     0     0   346     0     0     0     0       0
defunct                  6     2     7     7    33   347   208     2     2   226       1
West                     6     2     4     4    41   348   189     2     2   227       8
End                    -99     0     0     0     0   349     0     0     0     0       0
store.                   6     2     6     5    49   350   217     1     1   228       6
It                     -99     0     0     0     0   351     0     0     0     0       0
bore                     6     2     4     4    60   352   185     2     2   229       3
the                    -99     0     0     0     0   353     0     0     0     0       0
title                    6     2     5     5    68   354   168     1     1   230       8
title                    6     2     5     5    69   354   109     2     2   231       8
The                      6     2     3     3    75   355   243     2     2   232    3511
Man                    -99     0     0     0     0   356     0     0     0     0       0
who                    -99     0     0     0     0   357     0     0     0     0       0
Destroyed                6     3     9     9    11   358   178     7     7   233       4
Everything.              6     3    11    10    20   359   220     6     6   234      13
As                     -99     0     0     0     0   360     0     0     0     0       0
far                      6     3     3     3    30   361   247     1     1   235      39
as                     -99     0     0     0     0   362     0     0     0     0       0
the                    -99     0     0     0     0   363     0     0     0     0       0
BBC                      6     3     3     3    42   364   214     2     2   236      21
goes,                  -99     0     0     0     0   365     0     0     0     0       0
Rupert                   6     3     6     6    52   366   223     2     2   237       2
Murdoch                  6     3     7     7    58   367   165     1     1   238       3
would                    6     3     5     5    66   368   276     1     1   239     146
wish                   -99     0     0     0     0   369     0     0     0     0       0
for                    -99     0     0     0     0   370     0     0     0     0       0
no                     -99     0     0     0     0   371     0     0     0     0       0
other                  -99     0     0     0     0   372     0     0     0     0       0
epitaph.                 6     4     8     7     9   373   402     0     0   241       1
epitaph.                 6     4     8     7    16   373   183     7     7   242       1
The                    -99     0     0     0     0   374     0     0     0     0       0
details                  6     4     7     7    28   375   235     2     2   243       2
details                  6     4     7     7    29   375   264     3     3   248       2
of                       6     4     2     2    35   376   254     1     1   244    1757
Four                     6     4     4     4    39   377   210     2     2   245      27
so                     -99     0     0     0     0   378     0     0     0     0       0
far                      6     4     3     3    46   379   212     1     1   246      39
far                      6     4     3     3    48   379   211     3     3   249      39
announced                6     4     9     9    50   380    79     1     1   247       6
announced                6     4     9     9    53   380   195     4     4   250       6
show                     6     4     4     4    60   381   311     1     1   251      15
why                      6     4     3     3    66   382   205     2     2   252      35
he                     -99     0     0     0     0   383     0     0     0     0       0
should                   6     4     6     6    72   384   160     1     1   253      88
never                  -99     0     0     0     0   385     0     0     0     0       0
get                    -99     0     0     0     0   386     0     0     0     0       0
his                    -99     0     0     0     0   387     0     0     0     0       0
way.                     6     5     4     3    16   388   282     2     2   254      58
To                     -99     0     0     0     0   389     0     0     0     0       0
be                     -99     0     0     0     0   390     0     0     0     0       0
sure,                    6     5     5     4    27   391   236     2     2   255      14
some                   -99     0     0     0     0   392     0     0     0     0       0
merely                 -99     0     0     0     0   393     0     0     0     0       0
fill                   -99     0     0     0     0   394     0     0     0     0       0
the                    -99     0     0     0     0   395     0     0     0     0       0
glaring                -99     0     0     0     0   396     0     0     0     0       0
holes                  -99     0     0     0     0   397     0     0     0     0       0
left                   -99     0     0     0     0   398     0     0     0     0       0
by                     -99     0     0     0     0   399     0     0     0     0       0
the                    -99     0     0     0     0   400     0     0     0     0       0
makeover                 7     1     8     8     7   401   201     7     7   256       1
of                     -99     0     0     0     0   402     0     0     0     0       0
BBC                    -99     0     0     0     0   403     0     0     0     0       0
2                      -99     0     0     0     0   404     0     0     0     0       0
into                     7     1     4     4    19   405   197     1     1   257      82
a                      -99     0     0     0     0   406     0     0     0     0       0
cookery-and-comedy       7     1    18    18    25   407   218     0     0   258     -99
cookery-and-comedy       7     1    18    18    31   407   195     6     6   259     -99
cookery-and-comedy       7     1    18    18    37   407   171    12    12   260     -99
cookery-and-comedy       7     1    18    18    43   407   180    18    18   261     -99
location                 7     1     8     8    50   408    66     6     6   262       5
for                    -99     0     0     0     0   409     0     0     0     0       0
35-year-olds:            7     1    13    12    59   410    65     2     2   263     -99
35-year-olds:            7     1    13    12    65   410   188     8     8   264     -99
35-year-olds:            7     1    13    12    70   410   106    13    13   265     -99
a                      -99     0     0     0     0   411     0     0     0     0       0
weekly                   7     1     6     6    78   412   252     5     5   266       1
books                  -99     0     0     0     0   413     0     0     0     0       0
programme,               7     2    10     9    10   414   358     4     4   267       8
The                      7     2     3     3    18   415   176     1     1   268    3511
Readers                  7     2     7     7    28   416   221     7     7   269      28
and                    -99     0     0     0     0   417     0     0     0     0       0
Writers                  7     2     7     7    38   418   197     5     5   270      10
Roadshow,                7     2     9     8    46   419   171     5     5   271       1
for                    -99     0     0     0     0   420     0     0     0     0       0
instance,                7     2     9     8    59   421   229     4     4   272       2
or                     -99     0     0     0     0   422     0     0     0     0       0
the                    -99     0     0     0     0   423     0     0     0     0       0
reliably               -99     0     0     0     0   424     0     0     0     0       0
left-field             -99     0     0     0     0   425     0     0     0     0       0
Storyville               7     3    10    10    12   426   247     1     1   273       1
Storyville               7     3    10    10    20   426   209     9     9   274       1
Storyville               7     3    10    10    11   426   242     0     0   275       1
Storyville               7     3    10    10    15   426   169     4     4   276       1
Storyville               7     3    10    10    21   426   240    10    10   277       1
documentary              7     3    11    11    28   427   208     6     6   278       3
strand,                  7     3     7     6    36   428   261     2     2   279       1
strand,                  7     3     7     6    41   428    71     7     7   280       1
and                    -99     0     0     0     0   429     0     0     0     0       0
an                       7     3     2     2    48   430   209     2     2   284     195
8pm                      7     3     3     3    50   431   325     1     1   281       1
